,school,type,address,city,county,zip,nurse,enrolled,dtap,polio,mmr,hepb,var,exempt_dtap,exempt_polio,exempt_mmr,exempt_hepb,exempt_var,year
4457,GALLEGO BASIC ELEMENTARY SCHOOL,PUBLIC,6200 S HEMISPHERE PL,TUCSON,PIMA,85706.0,YES,124,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4458,GALVESTON ELEMENTARY SCHOOL,PUBLIC,661 E GALVESTON ST,CHANDLER,MARICOPA,85225.0,NO,53,100%,100%,100%,98%,100%,0%,0%,0%,0%,0%,2018
4459,GARDEN LAKES ELEMENTARY SCHOOL,PUBLIC,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392.0,YES,81,99%,99%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4460,GARFIELD SCHOOL,PUBLIC,811 N 13TH ST,PHOENIX,MARICOPA,85006.0,NO,72,96%,96%,97%,99%,100%,0%,0%,0%,0%,0%,2018
4461,GARY A KNOX ELEMENTARY,PUBLIC,2926 S 21ST DR,YUMA,YUMA,85364.0,NO,81,99%,99%,99%,99%,99%,1%,1%,1%,1%,1%,2018
4462,GATEWAY ACADEMY,PRIVATE,9659 N HAYDEN RD,SCOTTSDALE,MARICOPA,85028.0,NO,< 20,,,,,,,,,,,2018
4463,GATEWAY POINTE ELEMENTARY,PUBLIC,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236.0,NO,85,94%,94%,94%,95%,98%,6%,6%,6%,5%,2%,2018
4464,GATEWAY POLYTECHNIC ACADEMY,PUBLIC,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212.0,NO,164,94%,94%,94%,92%,96%,5%,5%,5%,6%,4%,2018
4465,GATEWAY SCHOOL,PUBLIC,1100 N 35TH ST,PHOENIX,MARICOPA,85008.0,YES,79,99%,100%,99%,100%,100%,1%,0%,1%,0%,0%,2018
4466,GAVILAN PEAK ELEMENTARY,PUBLIC,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086.0,YES,48,90%,90%,88%,94%,94%,6%,6%,6%,6%,6%,2018
4467,GEM CHARTER SCHOOL,CHARTER,1704 N CENTER ST,MESA,MARICOPA,85201.0,NO,< 20,,,,,,,,,,,2018
4468,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,PUBLIC,1341 5TH ST,YUMA,YUMA,85364.0,YES,66,97%,100%,98%,97%,100%,0%,0%,0%,0%,0%,2018
4469,GETHSEMANE LUTHERAN SCHOOL,PRIVATE,1035 E GUADALUPE RD,TEMPE,MARICOPA,85283.0,NO,< 20,,,,,,,,,,,2018
4470,GILA BEND ELEMENTARY SCHOOL,CHARTER,308 N MARTIN AVE,GILA BEND,MARICOPA,,NO,40,83%,88%,80%,95%,90%,0%,0%,0%,0%,0%,2018
4471,GILA CROSSING COMMUNITY SCHOOL,PUBLIC,4408 W PECOS RD,LAVEEN,MARICOPA,85339.0,YES,60,93%,93%,93%,93%,100%,0%,0%,0%,0%,0%,2018
4472,GILBERT ARTS ACADEMY,CHARTER,862 E ELLIOT RD,GILBERT,MARICOPA,85234.0,NO,< 20,,,,,,,,,,,2018
4473,GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,PRIVATE,1424 S PROMENADE LN,GILBERT,MARICOPA,85296.0,NO,49,92%,90%,90%,88%,90%,8%,10%,10%,12%,10%,2018
4474,GILBERT CHRISTIAN SCHOOLS - GREENFIELD,PRIVATE,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297.0,NO,60,87%,88%,87%,88%,88%,13%,12%,13%,12%,12%,2018
4475,GILBERT ELEMENTARY SCHOOL,PUBLIC,175 W ELLIOT RD,GILBERT,MARICOPA,85233.0,YES,76,92%,92%,92%,92%,92%,8%,8%,8%,8%,8%,2018
4476,GLADDEN FARMS ELEMENTARY SCHOOL,PUBLIC,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653.0,YES,94,98%,96%,96%,96%,98%,2%,2%,3%,2%,2%,2018
4477,GLENDALE AMERICAN SCHOOL,PUBLIC,8530 N 55TH AVE,GLENDALE,MARICOPA,85302.0,YES,71,99%,99%,97%,99%,99%,1%,1%,1%,1%,1%,2018
4478,GLENDALE LANDMARK MIDDLE SCHOOL,PUBLIC,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301.0,YES,62,97%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4479,GLENN F BURTON SCHOOL,PUBLIC,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301.0,YES,65,94%,97%,95%,97%,100%,3%,3%,3%,3%,0%,2018
4480,GLENN L DOWNS SCHOOL,PUBLIC,3611 N 47TH AVE,PHOENIX,MARICOPA,85031.0,YES,67,97%,100%,96%,97%,97%,3%,0%,3%,3%,3%,2018
4481,GLENVIEW ADVENTIST SCHOOL,PRIVATE,6801 N 43RD AVE,PHOENIX,MARICOPA,85019.0,NO,< 20,,,,,,,,,,,2018
4482,GOMPERS REHABILITATION CENTER,PRIVATE,6601 N 27TH AVE,PHOENIX,MARICOPA,,NO,< 20,,,,,,,,,,,2018
4483,GOWAN SCIENCE ACADEMY,PUBLIC,1590 S AVENUE C,YUMA,YUMA,85364.0,NO,60,100%,98%,98%,100%,98%,0%,2%,2%,0%,2%,2018
4484,GRACE CHRISTIAN ACADEMY,PRIVATE,1200 E SOUTHERN AVE,TEMPE,MARICOPA,85282.0,NO,< 20,,,,,,,,,,,2018
4485,GRACE FELLOWSHIP ACADEMY,PRIVATE,1330 N MILLER RD,BUCKEYE,MARICOPA,85326.0,NO,< 20,,,,,,,,,,,2018
4486,GRACE LUTHERAN SCHOOL,PRIVATE,5600 W PALMAIRE AVE,GLENDALE,MARICOPA,85301.0,NO,< 20,,,,,,,,,,,2018
4487,GRANADA PRIMARY SCHOOL,PUBLIC,3232 W CAMPBELL AVE,PHOENIX,MARICOPA,85017.0,YES,200,95%,98%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4488,GRAND CANYON ELEMENTARY,PUBLIC,1 BOULDER ST,GRAND CANYON,COCONINO,86023.0,NO,25,84%,80%,84%,92%,92%,4%,4%,4%,4%,4%,2018
4489,GRANVILLE ELEMENTARY,PUBLIC,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314.0,YES,68,93%,93%,93%,93%,93%,7%,7%,7%,7%,7%,2018
4490,GRAYHAWK ELEMENTARY SCHOOL,PUBLIC,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255.0,YES,57,86%,86%,84%,79%,86%,12%,12%,12%,14%,12%,2018
4491,GREAT HEART ACADEMIES ARCHWAY CICERO,CHARTER,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258.0,YES,82,87%,87%,87%,89%,93%,13%,13%,13%,11%,7%,2018
4492,GREAT HEART ACADEMIES ARCHWAY LINCOLN,CHARTER,2250 S GILBERT RD,CHANDLER,MARICOPA,,NO,111,86%,85%,87%,88%,90%,14%,14%,13%,12%,10%,2018
4493,GREAT HEARTS ACADEMIES - ARCHWAY ARETE GILBERT,CHARTER,4525 E BASELINE RD,MESA,MARICOPA,85234.0,YES,89,84%,82%,84%,84%,92%,16%,13%,16%,13%,8%,2018
4494,GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,CHARTER,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395.0,YES,88,97%,97%,97%,97%,97%,3%,3%,3%,3%,3%,2018
4495,GREAT HEARTS ACADEMIES - ARCHWAY NORTH PHOENIX,CHARTER,14100 N 32ND ST,PHOENIX,MARICOPA,85032.0,NO,117,85%,89%,85%,88%,89%,15%,11%,15%,12%,11%,2018
4496,GREAT HEARTS ACADEMIES - ARCHWAY VERITAS,CHARTER,3102 N. 56TH ST,PHOENIX,MARICOPA,85018.0,YES,120,89%,89%,92%,87%,91%,11%,11%,8%,13%,9%,2018
4497,GREENBRIER ELEMENTARY SCHOOL,PUBLIC,6150 W GREENBRIER DR,GLENDALE,MARICOPA,85308.0,YES,48,88%,90%,88%,92%,90%,8%,8%,8%,8%,8%,2018
4498,GREENFIELD ELEMENTARY SCHOOL,PUBLIC,2550 E ELLIOT RD,GILBERT,MARICOPA,85234.0,YES,142,94%,96%,95%,93%,96%,5%,4%,5%,7%,4%,2018
4499,GREENWAY ELEMENTARY SCHOOL,PUBLIC,100 OLD DOUGLAS ROAD,BISBEE,COCHISE,85603.0,NO,43,91%,91%,91%,98%,98%,0%,0%,0%,0%,0%,2018
4500,GRIFFITH ELEMENTARY SCHOOL,PUBLIC,4505 E PALM LN,PHOENIX,MARICOPA,85008.0,NO,100,89%,89%,92%,93%,92%,2%,2%,2%,2%,2%,2018
4501,GUIDING LIGHT CHRISTIAN EDUCATIONAL CENTER,PRIVATE,220 MESCAL LN,LAKE HAVASU CITY,MOHAVE,86403.0,NO,< 20,,,,,,,,,,,2018
4502,H L SUVERKRUP ELEMENTARY SCHOOL,PUBLIC,1590 S AVENUE C,YUMA,YUMA,85364.0,NO,71,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4503,HALE ELEMENTARY SCHOOL,PUBLIC,1425 N 23RD ST,MESA,MARICOPA,85213.0,YES,84,96%,98%,98%,96%,100%,2%,2%,2%,2%,0%,2018
4504,HALEY ELEMENTARY,PUBLIC,3401 S LAYTON LAKES,CHANDLER,MARICOPA,85286.0,NO,142,89%,91%,92%,92%,92%,11%,9%,8%,8%,8%,2018
4505,HAND IN HAND CHRISTIAN PRESCHOOL,PRIVATE,150 W 28TH ST YUMA,YUMA,YUMA,85364.0,NO,< 20,,,,,,,,,,,2018
4506,HAPPY VALLEY SCHOOL,CHARTER,7140 W HAPPY VALLEY RD,PEORIA,MARICOPA,,YES,81,88%,90%,86%,91%,90%,12%,10%,14%,9%,10%,2018
4507,HAPPY VALLEY SCHOOL - EAST CAMPUS,CHARTER,"22721 S ELLSWORTH RD, STE 103",QUEEN CREEK,PINAL,85140.0,NO,88,91%,91%,92%,92%,91%,9%,9%,8%,8%,9%,2018
4508,HAROLD STEELE ELEMENTARY SCHOOL,PUBLIC,700 S SARNOFF DR,TUCSON,PIMA,85710.0,YES,45,100%,100%,98%,100%,100%,0%,0%,2%,0%,0%,2018
4509,HAROLD W SMITH SCHOOL,PUBLIC,6534 N 63RD AVE,GLENDALE,MARICOPA,85301.0,YES,73,99%,100%,99%,99%,100%,0%,0%,0%,0%,0%,2018
4510,HARRIET JOHNSON PRIMARY SCHOOL,PUBLIC,6060 S JOSEPH AVE,TUCSON,PIMA,85757.0,YES,58,95%,97%,97%,100%,100%,2%,2%,2%,0%,0%,2018
4511,HARRIS ELEMENTARY SCHOOL,PUBLIC,1820 S HARRIS DR,MESA,MARICOPA,85204.0,YES,63,89%,89%,89%,92%,94%,6%,6%,6%,5%,6%,2018
4512,HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL,PUBLIC,700 N HARTFORD ST,CHANDLER,MARICOPA,85225.0,NO,80,99%,99%,99%,100%,100%,1%,1%,1%,0%,0%,2018
4513,HARVEST KIDZ CHURCH PRESCHOOL,PRIVATE,8340 W NORTHERN AVE,GLENDALE,MARICOPA,85305.0,NO,< 20,,,,,,,,,,,2018
4514,HARVEST PREPARATORY ACADEMY,CHARTER,350 E 18TH ST,YUMA,YUMA,85364.0,NO,73,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4515,HARVEST PREPARATORY ACADEMY - GOODYEAR,CHARTER,14900 W VAN BUREN ST,GOODYEAR,MARICOPA,85338.0,NO,47,98%,98%,98%,100%,100%,2%,2%,2%,0%,0%,2018
4516,"HARVEST PREPARATORY ACADEMY, SAN LUIS",CHARTER,1044 N 10TH AVE,SAN LUIS,YUMA,85349.0,NO,76,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4517,HASSAYAMPA ELEMENTARY SCHOOL,PUBLIC,251 S TEGNER ST,WICKENBURG,MARICOPA,85390.0,NO,43,93%,98%,91%,98%,98%,5%,0%,0%,0%,0%,2018
4518,HAVASU PREPARATORY ACADEMY,CHARTER,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406.0,NO,30,50%,63%,63%,80%,100%,30%,30%,30%,20%,0%,2018
4519,HAVASUPAI ELEMENTARY SCHOOL,PUBLIC,880 CASHMERE DR,LAKE HAVASU CITY,MOHAVE,86404.0,YES,55,96%,93%,93%,96%,98%,4%,4%,4%,2%,2%,2018
4520,HAVEN MONTESSORI CHARTER SCHOOL,CHARTER,621 W CLAY AVE,FLAGSTAFF,COCONINO,86001.0,NO,< 20,,,,,,,,,,,2018
4521,HEARN ACADEMY,CHARTER,17606 N 7TH AVE,PHOENIX,MARICOPA,85023.0,YES,61,90%,93%,93%,93%,93%,7%,7%,7%,7%,7%,2018
4522,HEARTLAND RANCH ELEMENTARY SCHOOL,PUBLIC,1667 W CAROLINE ST,COOLIDGE,PINAL,85128.0,YES,37,95%,95%,97%,95%,97%,3%,3%,3%,3%,3%,2018
4523,HEATHERBRAE ELEMENTARY SCHOOL,PUBLIC,7070 W HEATHERBRAE DR,PHOENIX,MARICOPA,85033.0,YES,91,95%,97%,95%,97%,97%,3%,3%,3%,3%,3%,2018
4524,HELEN KEELING ELEMENTARY SCHOOL,PUBLIC,2837 N LOS ALTOS AVE,TUCSON,PIMA,85705.0,NO,62,97%,97%,97%,97%,98%,2%,2%,2%,2%,2%,2018
4525,HENRY HANK OYAMA,PUBLIC,2700 S LA CHOLLA,TUCSON,PIMA,85713.0,YES,38,97%,97%,97%,100%,100%,3%,3%,3%,0%,0%,2018
4526,HERITAGE ELEMENTARY - WILLIAMS,CHARTER,790 E RODEO RD,WILLIAMS,COCONINO,86046.0,NO,< 20,,,,,,,,,,,2018
4527,HERITAGE SCHOOL,PUBLIC,5312 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302.0,YES,45,87%,89%,91%,96%,96%,4%,4%,4%,4%,4%,2018
4528,HERMOSA MONTESSORI SCHOOL,CHARTER,12051 E FORT LOWELL RD,TUCSON,PIMA,85749.0,NO,37,81%,81%,78%,78%,84%,19%,19%,22%,22%,16%,2018
4529,HIGHLAND ELEMENTARY SCHOOL,PUBLIC,3042 E ADOBE ST,MESA,MARICOPA,85213.0,YES,110,89%,89%,90%,91%,93%,9%,10%,10%,8%,7%,2018
4530,HIGHLAND FREE SCHOOL,CHARTER,510 S HIGHLAND AVE,TUCSON,PIMA,85719.0,NO,< 20,,,,,,,,,,,2018
4531,HIGHLAND LAKES SCHOOL,PUBLIC,19000 N 63RD AVE,GLENDALE,MARICOPA,85308.0,YES,93,94%,95%,95%,95%,94%,5%,5%,5%,5%,5%,2018
4532,HIGHLAND PARK ELEMENTARY,CHARTER,230 N COLE DR,GILBERT,MARICOPA,,NO,110,91%,91%,93%,93%,94%,7%,7%,7%,5%,5%,2018
4533,HIGHLAND PRIMARY SCHOOL,PUBLIC,360 W ROGERS,SNOWFLAKE,NAVAJO,85937.0,NO,97,81%,86%,86%,87%,89%,12%,12%,13%,12%,11%,2018
4534,HIGLEY TRADITIONAL ACADEMY,PUBLIC,3391 E VEST AVE,GILBERT,MARICOPA,85295.0,NO,102,95%,95%,95%,93%,96%,5%,5%,5%,7%,4%,2018
4535,HILLSIDE ELEMENTARY SCHOOL,PUBLIC,HC 01 BOX 3056,BAGDAD,YAVAPAI,86321.0,NO,< 20,,,,,,,,,,,2018
4536,H'MAN 'SHAWA ELEMENTARY SCHOOL,PRIVATE,47950 E YAVAPAI RD,FORT MCDOWELL,MARICOPA,,NO,< 20,,,,,,,,,,,2018
4537,HOHOKAM ELEMENTARY SCHOOL,PUBLIC,8451 E OAK ST,SCOTTSDALE,MARICOPA,85257.0,YES,63,98%,98%,97%,98%,98%,2%,2%,2%,2%,2%,2018
4538,HOLBROOK ADVENTIST INDIAN SCHOOL,PRIVATE,2180 MCLAWS RD,HOLBROOK,NAVAJO,,NO,< 20,,,,,,,,,,,2018
4539,HOLDEMAN ELEMENTARY SCHOOL,PUBLIC,1326 W 18TH ST,TEMPE,MARICOPA,85281.0,YES,72,92%,93%,93%,94%,97%,4%,3%,4%,3%,3%,2018
4540,HOLIDAY PARK ELEMENTARY SCHOOL,PUBLIC,4417 N 66TH AVE,PHOENIX,MARICOPA,85033.0,YES,74,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4541,HOLLADAY INTERMEDIATE MAGNET SCHOOL,PUBLIC,1110 E 33RD ST,TUCSON,PIMA,85713.0,YES,38,100%,100%,100%,97%,100%,0%,0%,0%,0%,0%,2018
4542,HOLLINGER ELEMENTARY SCHOOL,PUBLIC,150 W AJO WAY,TUCSON,PIMA,85713.0,YES,44,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4543,HOLMES ELEMENTARY SCHOOL,PUBLIC,948 S HORNE,MESA,MARICOPA,85204.0,YES,85,96%,99%,99%,98%,100%,1%,1%,1%,1%,0%,2018
4544,HOLSTEINER AGRICULTURAL SCHOOL,CHARTER,44400 W HONEYCUTT RD,MARICOPA,PINAL,85138.0,NO,< 20,,,,,,,,,,,2018
4545,HOLY CROSS LUTHERAN SCHOOL,PRIVATE,1420 W THUNDERBIRD RD,PHOENIX,MARICOPA,,NO,< 20,,,,,,,,,,,2018
4546,HOLY TRINITY ACADEMY,PRIVATE,1973 E MARYLAND AVE,PHOENIX,MARICOPA,,NO,< 20,,,,,,,,,,,2018
4547,HOMER DAVIS ELEMENTARY SCHOOL,PUBLIC,4250 N ROMERO RD,TUCSON,PIMA,85705.0,NO,63,97%,97%,95%,97%,97%,3%,3%,3%,3%,3%,2018
4548,HOPE CHRISTIAN ACADEMY,PRIVATE,1125 N DOBSON RD,CHANDLER,MARICOPA,85224.0,NO,< 20,,,,,,,,,,,2018
4549,HOPI ELEMENTARY SCHOOL,PUBLIC,5110 E LAFAYETTE BLVD,PHOENIX,MARICOPA,85018.0,YES,89,96%,94%,97%,96%,97%,2%,3%,3%,2%,3%,2018
4550,HORIZON COMMUNITY LEARNING CENTER,CHARTER,16233 S 48TH ST,PHOENIX,MARICOPA,,NO,124,81%,85%,85%,85%,92%,19%,15%,15%,15%,8%,2018
4551,HORIZON SCHOOL,PUBLIC,8520 N 47TH AVE,GLENDALE,MARICOPA,85302.0,YES,91,91%,95%,96%,98%,100%,9%,5%,4%,2%,0%,2018
4552,HORSESHOE TRAILS ELEMENTARY SCHOOL,PUBLIC,5405 E PINNACLE VISTA DR,PHOENIX,MARICOPA,85054.0,NO,90,91%,94%,92%,93%,97%,8%,6%,7%,4%,3%,2018
4553,HOUSTON ELEMENTARY SCHOOL,PUBLIC,500 E HUSTON AVE,GILBERT,MARICOPA,85234.0,YES,42,95%,93%,98%,95%,98%,2%,2%,2%,2%,2%,2018
4554,HOWELL PETER ELEMENTARY SCHOOL,PUBLIC,401 N IRVING AVE,TUCSON,PIMA,85711.0,YES,48,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4555,HUACHUCA CITY ELEMENTARY SCHOOL,PUBLIC,100 SCHOOL DR,HUACHUCA CITY,COCHISE,85616.0,NO,43,95%,95%,95%,95%,95%,5%,5%,5%,5%,5%,2018
4556,HUACHUCA MOUNTAIN ELEMENTARY SCHOOL,PUBLIC,3228 SAINT ANDREWS DR,SIERRA VISTA,COCHISE,85650.0,YES,78,97%,99%,100%,99%,100%,0%,0%,0%,0%,0%,2018
4557,HUALAPAI ELEMENTARY SCHOOL,PUBLIC,350 EASTERN ST,KINGMAN,MOHAVE,86401.0,YES,148,89%,88%,87%,93%,93%,11%,11%,13%,7%,7%,2018
4558,HUDLOW ELEMENTARY SCHOOL,PUBLIC,502 N CARIBE AVE,TUCSON,PIMA,85710.0,YES,44,86%,89%,89%,89%,91%,9%,9%,9%,9%,9%,2018
4559,HUDSON ELEMENTARY SCHOOL,PUBLIC,1325 E MALIBU DR,TEMPE,MARICOPA,85282.0,YES,73,95%,96%,96%,97%,97%,4%,4%,4%,3%,3%,2018
4560,HUMBOLDT ELEMENTARY SCHOOL,PUBLIC,2750 S CORRAL ST,HUMBOLT,YAVAPAI,86329.0,YES,57,88%,88%,88%,93%,93%,11%,11%,11%,7%,7%,2018
4561,HUNTERS POINT BOARDING SCHOOL,PRIVATE,"ROUTE 12, SOUTH LUPTON RD",ST. MICHAELS,APACHE,86511.0,NO,26,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4562,IGNACIO CONCHOS ELEMENTARY SCHOOL,PUBLIC,1718 W. VINEYARD RD,PHOENIX,MARICOPA,85041.0,YES,43,60%,60%,60%,81%,91%,0%,0%,0%,0%,0%,2018
4563,IMAGINE  WEST GILBERT MIDDLE SCHOOL,CHARTER,2061 S GILBERT RD,GILBERT,MARICOPA,85295.0,NO,33,73%,73%,79%,82%,88%,3%,3%,3%,3%,3%,2018
4564,IMAGINE CHARTER ELEMENTARY SCHOOL AT EAST,CHARTER,9701 E SOUTHERN AVE,MESA,MARICOPA,85209.0,NO,105,87%,87%,87%,87%,87%,0%,0%,0%,0%,0%,2018
4565,IMAGINE CHARTER SCHOOL AT BELL CANYON,CHARTER,18052 N BLACK CANYON HWY,PHOENIX,MARICOPA,85053.0,NO,54,94%,94%,94%,94%,94%,6%,6%,6%,6%,6%,2018
4566,IMAGINE ELEMENTARY AT AVONDALE,CHARTER,950 N ELISIO C FELIX JR WAY,AVONDALE,MARICOPA,85053.0,NO,113,99%,99%,99%,99%,99%,1%,1%,1%,1%,1%,2018
4567,IMAGINE ELEMENTARY AT CORTEZ PARK,CHARTER,3535 W DUNLAP AVE,PHOENIX,MARICOPA,85051.0,NO,98,98%,99%,98%,99%,99%,1%,1%,1%,1%,1%,2018
4568,IMAGINE ELEMENTARY AT DESERT WEST,CHARTER,6738 W MCDOWELL RD,PHOENIX,MARICOPA,85035.0,NO,160,91%,93%,91%,96%,98%,8%,8%,9%,3%,2%,2018
4569,IMAGINE ELEMENTARY SCHOOL AT ROSEFIELD,CHARTER,12050 N BULLARD AVE,SURPRISE,MARICOPA,85379.0,YES,116,85%,85%,84%,90%,88%,15%,15%,16%,10%,12%,2018
4570,IMAGINE MIDDLE AT CAMELBACK,CHARTER,5050 N 19TH AVE,PHOENIX,MARICOPA,85015.0,NO,98,94%,96%,94%,95%,98%,2%,2%,2%,2%,2%,2018
4571,IMAGINE MIDDLE AT DESERT WEST,CHARTER,6738 W MCDOWELL RD,PHOENIX,MARICOPA,85035.0,NO,< 20,,,,,,,,,,,2018
4572,IMMACULATE CONCEPTION CATHOLIC SCHOOL,PRIVATE,700 NORTH BILL GRAY ROAD,COTTONWOOD,YAVAPAI,86326.0,NO,< 20,,,,,,,,,,,2018
4573,IMMACULATE CONCEPTION ELEMENTARY SCHOOL,PRIVATE,501 S AVENUE B,YUMA,YUMA,85364.0,NO,< 20,,,,,,,,,,,2018
4574,IMMACULATE HEART ACADEMY,PRIVATE,410 E MAGEE RD,TUCSON,PIMA,85704.0,NO,< 20,,,,,,,,,,,2018
4575,IMMACULATE HEART PRESCHOOL,PRIVATE,455 SOUTH LAKE POWELL BLVD,PAGE,COCONINO,86040.0,NO,< 20,,,,,,,,,,,2018
4576,INCA ELEMENTARY SCHOOL,PUBLIC,236000 W DURANGO ST,BUCKEYE,MARICOPA,85326.0,NO,69,96%,96%,96%,97%,97%,4%,4%,4%,3%,3%,2018
4577,INDIAN BEND ELEMENTARY SCHOOL,PUBLIC,3633 E THUNDERBIRD RD,PHOENIX,MARICOPA,85032.0,YES,76,95%,96%,96%,96%,96%,4%,4%,4%,4%,4%,2018
4578,INDIAN OASIS PRIMARY SCHOOL,PUBLIC,111 W MAIN ST,SELLS,PIMA,85634.0,NO,91,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4579,INDIAN WELLS ELEMENTARY,PUBLIC,JUNCTION OF STATE ROUTE 77/15,INDIAN WELLS,NAVAJO,86031.0,YES,50,98%,98%,98%,100%,100%,2%,2%,2%,0%,0%,2018
4580,INNOVATION ACADEMY K-5 STEM SCHOOL,PUBLIC,825 W. DESERT FAIRWAYS DRIVE,ORO VALLEY,PIMA,85755.0,NO,78,99%,96%,96%,97%,97%,1%,4%,4%,3%,3%,2018
4581,INSPIRE KIDS MONTESSORI,PRIVATE,4025 E CHANDLER BLVD,PHOENIX,MARICOPA,85048.0,NO,< 20,,,,,,,,,,,2018
4582,INTEGRITY EDUCATION CENTRE,CHARTER,515 E CONTINENTAL DR,TEMPE,MARICOPA,85281.0,NO,< 20,,,,,,,,,,,2018
4583,INTERNATIONAL SCHOOL OF ARIZONA,PRIVATE,9522 E SAN SALVADOR DR,SCOTTSDALE,MARICOPA,85258.0,NO,28,82%,79%,82%,82%,75%,18%,21%,18%,18%,25%,2018
4584,INTERNATIONAL SCHOOL OF TUCSON,PRIVATE,1701 E SENECA ST,TUCSON,PIMA,85719.0,NO,27,96%,96%,93%,89%,96%,4%,4%,7%,11%,4%,2018
4585,IRA A FULTON ELEMENTARY,PUBLIC,4750 S SUNLAND DR,CHANDLER,MARICOPA,85248.0,NO,107,90%,90%,92%,90%,93%,10%,9%,8%,10%,7%,2018
4586,IRA A MURPHY SCHOOL,PUBLIC,7231 W NORTH LN,PEORIA,MARICOPA,85345.0,YES,51,98%,98%,98%,98%,98%,2%,2%,2%,2%,2%,2018
4587,IRENE ERICKSON ELEMENTARY SCHOOL,PUBLIC,6750 E STELLA RD,TUCSON,PIMA,85730.0,YES,79,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4588,IRENE LOPEZ SCHOOL,PUBLIC,4610 S. 12TH ST,PHOENIX,MARICOPA,85040.0,YES,43,98%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4589,IRONWOOD ELEMENTARY SCHOOL,PUBLIC,3300 W FREER DR,TUCSON,PIMA,85742.0,NO,98,98%,98%,98%,96%,99%,1%,1%,1%,1%,1%,2018
4590,IRONWOOD ELEMENTARY SCHOOL,PUBLIC,14850 N 39TH AVE,PHOENIX,MARICOPA,85053.0,NO,66,95%,95%,97%,98%,97%,3%,3%,3%,2%,3%,2018
4591,IRONWOOD SCHOOL,PUBLIC,1500 N COLORADO,CASA GRANDE,PINAL,85122.0,YES,65,98%,98%,98%,98%,98%,2%,2%,2%,2%,2%,2018
4592,IRVING ELEMENTARY SCHOOL,PUBLIC,3220 E PUEBLO AVE,MESA,MARICOPA,85204.0,YES,75,95%,97%,96%,96%,89%,5%,3%,4%,4%,9%,2018
4593,ISAAC E IMES SCHOOL,PUBLIC,6625 N 56TH AVE,GLENDALE,MARICOPA,85301.0,YES,61,98%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4594,ISHIKAWA ELEMENTARY SCHOOL,PUBLIC,2635 N 32ND ST,MESA,MARICOPA,85213.0,YES,120,94%,94%,95%,96%,98%,4%,4%,5%,3%,3%,2018
4595,ISLANDS ELEMENTARY SCHOOL,PUBLIC,245 S MCQUEEN RD,GILBERT,MARICOPA,85233.0,YES,95,83%,82%,81%,85%,86%,16%,18%,18%,15%,14%,2018
4596,J  ROBERT HENDRICKS ELEMENTARY SCHOOL,PUBLIC,3400 W ORANGE GROVE RD,TUCSON,PIMA,85741.0,NO,73,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2018
4597,J B SUTTON ELEMENTARY SCHOOL,PUBLIC,1001 N 31ST AVE,PHOENIX,MARICOPA,85009.0,NO,108,99%,100%,100%,100%,100%,1%,0%,0%,0%,0%,2018
4598,JACK BARNES ELEMENTARY SCHOOL,PUBLIC,20750 S 214TH ST,QUEEN CREEK,MARICOPA,85242.0,YES,61,95%,95%,93%,95%,98%,5%,5%,5%,3%,2%,2018
