SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Shaw Butte Elementary School,Public,12202 N. 21st Ave.,Phoenix,Maricopa,85029,N,,125,97.60%,0.00%,97.60%,97.60%,0.00%,97.60%,98.40%,0.00%,98.40%,97.60%,0.00%,97.60%,92.00%,0.00%,100%,1.60%,0.00%,0.00%
Sheely Farms Elementary School,Public,9450 W Encanto Blvd.,Phoenix,Maricopa,85037,Y,RN,81,96.30%,3.70%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,95.10%,3.70%,98.80%,85.20%,3.70%,100%,3.70%,0.00%,0.00%
Shumway Elementary,Public,1325 N. Shumway Ave.,Chandler,Maricopa,85225,N,,80,92.50%,7.50%,100%,97.50%,2.50%,100%,92.50%,7.50%,100%,97.50%,2.50%,100%,67.50%,3.80%,100%,7.50%,0.00%,0.00%
Sierra Verde Elementary,Public,7241 W Rose Garden Ln.,Glendale,Maricopa,85308,Y,RN,102,98.00%,2.00%,100%,96.10%,3.90%,100%,99.00%,1.00%,100%,95.10%,4.90%,100%,85.30%,2.90%,100%,1.00%,3.90%,0.00%
Silvestre S Herrera School,Public,1350 S 11th St.,Phoenix,Maricopa,85034,Y,RN,42,92.90%,7.10%,100%,92.90%,7.10%,100%,92.90%,7.10%,100%,97.60%,2.40%,100%,92.90%,4.80%,100%,7.10%,0.00%,7.10%
Simon And Jude Catholic School,Private,6351 N 27th Ave.,Phoenix,Maricopa,85017,Y,RN,33,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Sirrine Elementary School,Public,591 W Mesquite St.,Chandler,Maricopa,85225,Y,RN,56,98.20%,1.80%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,89.30%,0.00%,100%,0.00%,1.80%,0.00%
Sky View Elementary School,Public,8624 W Sweetwater Ave. ,Peoria,Maricopa,85381,Y,LPN,40,95.00%,2.50%,97.50%,100%,0.00%,100%,97.50%,2.50%,100%,97.50%,0.00%,97.50%,90.00%,0.00%,100%,2.50%,0.00%,0.00%
Skyline Ranch Elementary School,Public,1084 W San Tan Hills Dr.,San Tan Valley,Pinal,85143,N,,97,93.80%,2.10%,95.90%,94.80%,2.10%,96.90%,94.80%,2.10%,96.90%,94.80%,2.10%,96.90%,77.30%,1.00%,97.90%,2.10%,0.00%,0.00%
Skyview School,Charter,125 S Rush St.,Prescott,Yavapai,86303,N,,29,79.30%,20.70%,100%,79.30%,20.70%,100%,75.90%,20.70%,96.60%,69.00%,31.00%,100%,55.20%,20.70%,100%,31.00%,0.00%,17.20%
Smoketree Elementary School,Public,2395 Smoketree Ave.,Lake Havasu City,Mohave,86403,Y,RN,63,95.20%,3.20%,98.40%,95.20%,3.20%,98.40%,96.80%,3.20%,100%,100%,0.00%,100%,95.20%,1.60%,100%,3.20%,0.00%,0.00%
Solano School,Public,1526 W. Missouri Ave.,Phoenix,Maricopa,85015,N,,79,94.90%,2.50%,97.50%,82.30%,2.50%,84.80%,84.80%,2.50%,87.30%,93.70%,2.50%,96.20%,82.30%,2.50%,98.70%,2.50%,0.00%,1.30%
Soleng Tom Elementary School,Public,10520 E Camino Quince,Tucson,Pima,85748,Y,RN,72,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.60%,0.00%,100%,0.00%,0.00%,0.00%
Solomon Elementary School,Public,2250 S Stevens Ave.,Solomon,Graham,85551,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sonoma Ranch Elementary School,Public,601 N Biscayne Dr.,Gilbert,Maricopa,85234,Y,RN,69,97.10%,2.90%,100%,95.70%,4.30%,100%,92.80%,5.80%,98.60%,94.20%,4.30%,98.60%,84.10%,2.90%,100%,5.80%,0.00%,4.30%
Sonoran Foothills Elemenary School,Public,32150 N North Foothills Dr.,Phoenix,Maricopa,85085,Y,RN,72,95.80%,1.40%,97.20%,97.20%,1.40%,98.60%,97.20%,1.40%,98.60%,95.80%,1.40%,97.20%,87.50%,1.40%,98.60%,1.40%,0.00%,1.40%
Sonoran Heights Elementary,Public,11405 N Greer Ranch Pkwy,Surprise,Maricopa,85379,Y,LPN,50,96.00%,4.00%,100%,94.00%,6.00%,100%,94.00%,6.00%,100%,94.00%,6.00%,100%,64.00%,6.00%,100%,4.00%,0.00%,6.00%
Sonoran Science Academy - Broadway,Charter,6880 E Broadway Blvd.,Tucson,Pima,85710,N,,47,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,93.60%,2.10%,100%,0.00%,2.10%,2.10%
Sonoran Science Academy - Peoria,Charter,17667 N 91st Ave.,Peoria,Maricopa,85383,N,,59,98.30%,1.70%,100%,98.30%,1.70%,100%,96.60%,3.40%,100%,98.30%,1.70%,100%,83.10%,1.70%,100%,1.70%,0.00%,0.00%
Sonoran Science Academy - Phoenix,Charter,4837 E Mcdowell Rd.,Phoenix,Maricopa,85008,N,,26,96.20%,3.80%,100%,96.20%,3.80%,100%,96.20%,3.80%,100%,96.20%,3.80%,100%,76.90%,3.80%,100%,3.80%,0.00%,3.80%
Sonoran Science Academy - Tucson,Charter,2325 W. Sunset Rd.,Tucson,Pima,85741,N,,51,96.10%,2.00%,98.00%,94.10%,3.90%,98.00%,98.00%,2.00%,100%,92.20%,2.00%,94.10%,94.10%,2.00%,100%,3.90%,0.00%,2.00%
Sonoran Sky Elementary School (Glendale),Public,10150 W Missouri Ave.,Glendale,Maricopa,85307,N,,52,98.10%,0.00%,98.10%,96.20%,3.80%,100%,98.10%,1.90%,100%,98.10%,0.00%,98.10%,92.30%,0.00%,100%,3.80%,0.00%,3.80%
Sonoran Sky Elementary School (Scottsdale),Public,12990 N 75th St.,Scottsdale,Maricopa,85260,Y,RN,102,93.10%,6.90%,100%,93.10%,6.90%,100%,93.10%,6.90%,100%,93.10%,6.90%,100%,80.40%,7.80%,100%,6.90%,0.00%,6.90%
Sonshine Christian School,Private,1916 N. Frank Reed Rd.,Nogales,Santa Cruz,85621,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sopori Elementary School,Public,Hc 65 Box 5930,Amado,Pima,85645,N,,28,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,96.40%,3.60%,100%,92.90%,0.00%,100%,0.00%,10.70%,0.00%
Sousa Elementary School,Public,616 N Mountain Rd.,Mesa,Maricopa,85207,Y,RN,77,92.20%,7.80%,100%,94.80%,5.20%,100%,94.80%,5.20%,100%,93.50%,6.50%,100%,79.20%,0.00%,100%,6.50%,1.30%,0.00%
South Phoenix Prep And Arts Academy,Charter,7450 S 40th St.,Phoenix,Maricopa,85042,N,,53,64.20%,1.90%,66.00%,67.90%,1.90%,69.80%,69.80%,1.90%,71.70%,88.70%,1.90%,90.60%,66.00%,1.90%,98.10%,1.90%,0.00%,1.90%
Southgate Academy,Public,850 W Valencia Rd.,Tucson,Pima,85713,N,,59,96.60%,3.40%,100%,96.60%,3.40%,100%,96.60%,3.40%,100%,98.30%,1.70%,100%,22.00%,3.40%,100%,3.40%,0.00%,3.40%
Southside Community School K & 6,Charter,2701 S Campbell Ave. ,Tucson,Pima,85713,N,,22,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Southwest Elementary School,Public,1111 W Dobbins Rd. ,Phoenix,Maricopa,85041,Y,LPN,48,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,2.10%,0.00%,2.10%
Southwestern Christian School,Private,3261 S. Ave. 6 E,Yuma,Yuma,85364,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spectrum Elementary School,Public,2846 South Spectrum Way,Gilbert,Maricopa,85295,Y,RN,87,94.30%,5.70%,100%,95.40%,4.60%,100%,94.30%,5.70%,100%,96.60%,3.40%,100%,60.90%,2.30%,100%,5.70%,0.00%,2.30%
Spirit Of Hope Montessori,Private,14403 N. 75 Ave.,Peoria,Maricopa,85381,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spondeo Preschool,Private,2680 South Val Vista Dr.  Ste 157,Gilbert,Maricopa,85295,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stanfield Elementary School,Public,515 S. Stanfield Rd.,Stanfield,Pinal,85172,N,,56,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Star Charter School,Charter,145 Leupp Rd.,Flagstaff,Coconino,86004,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Starlight Park School,Public,7960 W Osborn Rd.,Phoenix,Maricopa,85033,Y,LPN,135,97.00%,0.70%,97.80%,98.50%,0.70%,99.30%,99.30%,0.70%,100%,97.80%,0.70%,98.50%,95.60%,0.70%,100%,0.70%,0.00%,0.70%
Starline Elementary School,Public,3150 Starline Dr.,Lake Havasu City,Mohave,86406,Y,RN,85,94.10%,5.90%,100%,94.10%,5.90%,100%,94.10%,5.90%,100%,94.10%,5.90%,100%,94.10%,5.90%,100%,5.90%,0.00%,5.90%
Starshine Academy,Charter,3335 E Mcdowell Rd.,Phoenix,Maricopa,85008,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Step Up School,Charter,44 E 5th St.,Mesa,Maricopa,85201,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stepping Stones Academy,Charter,35812 N. 7th St.,Phoenix,Maricopa,85086,N,,21,81.00%,19.00%,100%,81.00%,19.00%,100%,81.00%,19.00%,100%,81.00%,19.00%,100%,81.00%,19.00%,100%,19.00%,0.00%,9.50%
Stetson Hills Elementary,Public,25475 N Stetson Hills Loop ,Glendale,Maricopa,85310,Y,RN,88,100%,0.00%,100%,95.50%,4.50%,100%,95.50%,4.50%,100%,95.50%,4.50%,100%,89.80%,0.00%,98.90%,3.40%,0.00%,0.00%
Steven R Jasinski Elementary School,Public,4280 S 246th Ave.,Buckeye,Maricopa,85326,N,,100,98.00%,1.00%,99.00%,96.00%,1.00%,97.00%,98.00%,1.00%,99.00%,98.00%,1.00%,99.00%,89.00%,0.00%,100%,1.00%,1.00%,1.00%
Stevenson Elementary School (Douglas),Public,2200 11th St.,Douglas,Cochise,85607,Y,RN,66,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Stevenson Elementary School (Mesa),Public,638 S 96th St.,Mesa,Maricopa,85208,Y,RN,98,96.90%,3.10%,100%,98.00%,2.00%,100%,96.90%,3.10%,100%,96.90%,3.10%,100%,86.70%,3.10%,100%,4.10%,1.00%,2.00%
Sturgeon Cromer Elementary School,Public,7150 E Silver Saddle Rd.,Flagstaff,Coconino,86004,Y,RN,83,92.80%,6.00%,98.80%,94.00%,6.00%,100%,95.20%,4.80%,100%,95.20%,4.80%,100%,95.20%,3.60%,100%,6.00%,0.00%,3.60%
Summit Academy,Public,1560 W. Summit Pl.,Chandler,Maricopa,85224,Y,RN,95,93.70%,4.20%,97.90%,92.60%,4.20%,96.80%,91.60%,6.30%,97.90%,96.80%,3.20%,100%,82.10%,1.10%,100%,7.40%,0.00%,1.10%
Summit School,Public,225 S Orlando St.,Florence,Pinal,85132,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Summit School Of Ahwatukee,Private,4515 E Muirwood Dr.,Phoenix,Maricopa,85048,N,,32,90.60%,9.40%,100%,90.60%,9.40%,100%,81.30%,9.40%,90.60%,84.40%,12.50%,96.90%,81.30%,15.60%,100%,18.80%,0.00%,9.40%
Summit View Elementary,Public,1900 E Summit St.,Tucson,Pima,85756,Y,RN,79,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Sun Canyon Elementary School,Public,8150 W Durango St. ,Phoenix,Maricopa,85043,N,,90,97.80%,0.00%,97.80%,97.80%,0.00%,97.80%,100%,0.00%,100%,98.90%,0.00%,98.90%,96.70%,0.00%,100%,0.00%,0.00%,0.00%
Sun Valley Charter School,Charter,5806 South 35th Ave.,Phoenix,Maricopa,85041,N,,43,100%,0.00%,100%,97.70%,2.30%,100%,97.70%,2.30%,100%,100%,0.00%,100%,83.70%,2.30%,100%,2.30%,0.00%,2.30%
Sun Valley Elementary,Public,8361 North 95th Ave.,Peoria,Maricopa,85345,Y,LPN,74,93.20%,4.10%,97.30%,93.20%,4.10%,97.30%,95.90%,4.10%,100%,95.90%,4.10%,100%,91.90%,5.40%,100%,4.10%,0.00%,4.10%
Sunburst Elementary School,Public,14218 N 47th Ave.,Glendale,Maricopa,85306,N,,84,98.80%,1.20%,100%,98.80%,1.20%,100%,100%,0.00%,100%,100%,0.00%,100%,95.20%,1.20%,100%,1.20%,0.00%,0.00%
Sundance Elementary School (Buckeye),Public,25555 W Durango St.,Buckeye,Maricopa,85326,Y,LPN,80,96.30%,1.30%,97.50%,97.50%,1.30%,98.80%,97.50%,2.50%,100%,97.50%,1.30%,98.80%,93.80%,1.30%,100%,1.30%,1.30%,1.30%
Sundance Elementary School (Peoria),Public,7051 W Cholla St.,Peoria,Maricopa,85345,Y,LPN,84,97.60%,1.20%,98.80%,97.60%,1.20%,98.80%,97.60%,1.20%,98.80%,98.80%,1.20%,100%,97.60%,1.20%,100%,1.20%,0.00%,1.20%
Sunland Elementary School,Public,5401 S. 7th Ave.,Phoenix,Maricopa,85041,Y,LPN,63,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,96.80%,0.00%,100%,0.00%,0.00%,0.00%
Sunnyslope Elementary School,Public,245 E Mountain View Rd. ,Phoenix,Maricopa,85020,N,,83,97.60%,1.20%,98.80%,97.60%,1.20%,98.80%,98.80%,1.20%,100%,98.80%,0.00%,98.80%,94.00%,0.00%,100%,1.20%,0.00%,0.00%
Sunridge Elementary School,Public,6244 W Roosevelt St.,Phoenix,Maricopa,85043,N,,85,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,94.10%,1.20%,100%,1.20%,0.00%,0.00%
Sunrise Drive Elementary School,Public,5301 E Sunrise Dr.,Tucson,Pima,85718,Y,RN,83,95.20%,0.00%,95.20%,96.40%,0.00%,96.40%,95.20%,0.00%,95.20%,95.20%,0.00%,95.20%,89.20%,0.00%,100%,3.60%,0.00%,0.00%
Sunrise Elementary,Public,2645 Landon Dr.,Bullhead City,Mohave,86429,N,,73,95.90%,4.10%,100%,95.90%,4.10%,100%,95.90%,4.10%,100%,95.90%,4.10%,100%,93.20%,4.10%,100%,4.10%,0.00%,4.10%
Sunrise Elementary School (Phoenix),Public,17624 N 31st Ave.,Phoenix,Maricopa,85053,Y,RN,93,96.80%,2.20%,98.90%,97.80%,2.20%,100%,96.80%,2.20%,98.90%,98.90%,1.10%,100%,92.50%,0.00%,98.90%,0.00%,2.20%,0.00%
Sunrise Elementary School (Yuma),Public,9943 S 28th St.,Yuma,Yuma,85364,Y,RN,87,93.10%,0.00%,93.10%,94.30%,4.60%,98.90%,90.80%,4.60%,95.40%,97.70%,1.10%,98.90%,86.20%,3.40%,100%,3.40%,1.10%,4.60%
Sunset Canyon Elementary,Public,2727 E. Siesta Ln.,Phoenix,Maricopa,85050,Y,RN,56,98.20%,1.80%,100%,98.20%,1.80%,100%,100%,0.00%,100%,100%,0.00%,100%,91.10%,0.00%,100%,1.80%,0.00%,0.00%
Sunset Elementary School,Public,6602 W. Osborn Rd.,Phoenix,Maricopa,85033,Y,RN,148,95.90%,2.70%,98.60%,97.30%,2.70%,100%,96.60%,2.70%,99.30%,97.30%,2.70%,100%,85.80%,2.70%,100%,2.70%,0.00%,2.70%
Sunset Heights Elementary School,Public,9687 W. Adam Ave.,Peoria,Maricopa,85382,Y,RN,109,98.20%,0.90%,99.10%,96.30%,2.80%,99.10%,99.10%,0.90%,100%,98.20%,0.90%,99.10%,89.90%,0.00%,100%,2.80%,0.00%,0.00%
Sunset Hills Elementary,Public,17825 W Sierra Montana Loop,Surprise,Maricopa,85388,N,,94,94.70%,3.20%,97.90%,94.70%,3.20%,97.90%,95.70%,2.10%,97.90%,96.80%,2.10%,98.90%,86.20%,2.10%,100%,3.20%,0.00%,2.10%
Sunset Ridge Elementary (Glendale),Public,8490 W Missouri Ave. ,Glendale,Maricopa,85305,N,,70,97.10%,2.90%,100%,97.10%,2.90%,100%,97.10%,2.90%,100%,98.60%,1.40%,100%,85.70%,0.00%,100%,4.30%,0.00%,4.30%
Sunset Ridge Elementary (Phoenix),Public,35707 N. 33rd. Ln.,Phoenix,Maricopa,85086,Y,LPN,73,91.80%,8.20%,100%,93.20%,6.80%,100%,90.40%,9.60%,100%,94.50%,5.50%,100%,82.20%,5.50%,100%,11.00%,0.00%,11.00%
Sunset School,Public,4626 W Mountain View Rd.,Glendale,Maricopa,85302,N,,87,96.60%,0.00%,96.60%,98.90%,0.00%,98.90%,98.90%,0.00%,98.90%,98.90%,0.00%,98.90%,94.30%,0.00%,100%,0.00%,0.00%,0.00%
Sunset Vista Elementary,Public,7775 W Orangewood Ave.,Glendale,Maricopa,85303,N,,108,90.70%,2.80%,93.50%,92.60%,2.80%,95.40%,89.80%,2.80%,92.60%,97.20%,2.80%,100%,83.30%,0.00%,100%,1.90%,0.90%,1.90%
Superstition Spring Elementary,Public,7125 East Monterey Ave.,Mesa,Maricopa,85209,Y,RN,75,96.00%,2.70%,98.70%,97.30%,2.70%,100%,97.30%,2.70%,100%,98.70%,1.30%,100%,89.30%,1.30%,100%,2.70%,0.00%,0.00%
Surprise Elementary School,Public,12907 W Greenway Rd.,El Mirage,Maricopa,85335,N,,80,87.50%,2.50%,90.00%,93.80%,2.50%,96.30%,88.80%,2.50%,91.30%,96.30%,2.50%,98.80%,80.00%,2.50%,100%,6.30%,0.00%,2.50%
Sweetwater School,Public,4602 W Sweetwater Ave. ,Glendale,Maricopa,85304,Y,RN,40,95.00%,5.00%,100%,95.00%,5.00%,100%,95.00%,5.00%,100%,95.00%,5.00%,100%,90.00%,5.00%,100%,5.00%,0.00%,0.00%
Sycamore Elementary,Public,16701 S. Houghton Rd.,Corona De Tucson,Pima,85641,N,,133,98.50%,1.50%,100%,98.50%,1.50%,100%,97.70%,2.30%,100%,99.20%,0.80%,100%,95.50%,0.80%,100%,3.00%,0.00%,0.80%
T Dale Hancock Elementary,Public,2425 S Pleasant Dr. ,Chandler,Maricopa,85286,N,,107,96.30%,3.70%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,98.10%,1.90%,100%,99.10%,0.90%,100%,3.70%,0.00%,1.90%
T G Barr School,Public,2041 E Vineyard Rd.,Phoenix,Maricopa,85042,Y,RN,49,98.00%,0.00%,98.00%,98.00%,0.00%,98.00%,98.00%,0.00%,98.00%,98.00%,0.00%,98.00%,98.00%,0.00%,98.00%,0.00%,0.00%,0.00%
Taft Elementary,Public,9800 E Quarterline Rd.,Mesa,Maricopa,85207,Y,RN,65,81.50%,13.80%,95.40%,86.20%,13.80%,100%,84.60%,13.80%,98.50%,89.20%,10.80%,100%,67.70%,0.00%,100%,13.80%,3.10%,0.00%
Tanque Verde Elementary School,Public,2600 N Fennimore Ave. ,Tucson,Pima,85749,Y,RN,71,98.60%,1.40%,100%,98.60%,1.40%,100%,98.60%,1.40%,100%,98.60%,1.40%,100%,91.50%,0.00%,100%,1.40%,0.00%,1.40%
Tanque Verde Lutheran Preschool And Kindergarten,Private,8625 E Tanque Verde Rd.,Tucson,Pima,85749,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tartesso Elementary School,Charter,29677 W Indianola Ave.,Buckeye,Maricopa,85396,N,,39,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,94.90%,0.00%,100%,0.00%,0.00%,0.00%
Tavan Elementary School,Public,4610 E Osborn Rd.,Phoenix,Maricopa,85018,Y,RN,133,96.20%,3.00%,99.20%,95.50%,3.80%,99.20%,95.50%,3.80%,99.20%,97.00%,3.00%,100%,91.70%,2.30%,100%,3.80%,0.00%,2.30%
Taylor Elementary,Public,P.O. Box 2226,Snowflake,Navajo,85937,Y,RN,85,90.60%,9.40%,100%,90.60%,9.40%,100%,90.60%,9.40%,100%,90.60%,9.40%,100%,65.90%,9.40%,100%,9.40%,0.00%,7.10%
Taylor Hicks School,Public,1845 Campbell Ave.,Prescott,Yavapai,86301,Y,RN,86,80.20%,4.70%,84.90%,86.00%,4.70%,90.70%,84.90%,4.70%,89.50%,91.90%,4.70%,96.50%,82.60%,4.70%,97.70%,4.70%,0.00%,0.00%
Telesis Preparatory,Charter,2598 Starlite Ln.,Lake Havasu City,Mohave,86403,N,,37,97.30%,2.70%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,2.70%,0.00%,2.70%
Terramar Elementary,Public,7000 W Happy Valley Rd.,Peoria,Maricopa,85383,Y,RN,91,94.50%,3.30%,97.80%,95.60%,4.40%,100%,94.50%,4.40%,98.90%,96.70%,3.30%,100%,91.20%,3.30%,100%,4.40%,0.00%,2.20%
Territorial Early Childhood Center,Public,1088 Mahan Ln.,Chino Valley,Yavapai,86323,Y,RN,156,90.40%,9.60%,100%,89.70%,10.30%,100%,91.70%,8.30%,100%,95.50%,4.50%,100%,88.50%,5.10%,100%,11.50%,0.00%,2.60%
Tesseract School Doubletree Campus,Private,4800 E. Doubletree Ranch Rd.,Paradise Valley,Maricopa,85253,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The  Beginning School,Private,4440 N. Campbell Ave.,Tucson,Pima,85737,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Berean Academy,Charter,4699 E Highway 90,Sierra Vista,Cochise,85365,N,,29,100%,0.00%,100%,93.10%,0.00%,93.10%,100%,0.00%,100%,93.10%,0.00%,93.10%,96.60%,0.00%,100%,0.00%,0.00%,0.00%
The Family School,Private,1127 W. Mcdowell Rd.,Phoenix,Maricopa,85007,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The French American School Of Az,Private,2222 S. Price Rd.,Tempe,Maricopa,85282,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Learning Pad Christian Preschooll & Kindergarten,Private,12716 N. Frontage Rd.,Yuma,Yuma,85367,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Montessori Schoolhouse,Charter,1127 N 6th Ave.,Tucson,Pima,85705,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Odyssey Preparatory Academy,Charter,17532 W Harrison St.,Goodyear,Maricopa,85338,N,,92,92.40%,7.60%,100%,92.40%,7.60%,100%,92.40%,7.60%,100%,92.40%,7.60%,100%,83.70%,0.00%,100%,7.60%,0.00%,7.60%
The Odyssey Preparatory Academy,Charter,6500 S. Apache Rd.,Buckeye,Maricopa,85326,Y,LPN,113,94.70%,5.30%,100%,94.70%,5.30%,100%,95.60%,4.40%,100%,96.50%,3.50%,100%,92.90%,0.90%,100%,5.30%,0.00%,5.30%
The Odyssey Preparatory School - Casa Grande,Charter,950 N Peart Rd.,Casa Grande,Pinal,85122,N,,78,97.40%,2.60%,100%,98.70%,1.30%,100%,97.40%,2.60%,100%,98.70%,1.30%,100%,96.20%,0.00%,100%,1.30%,1.30%,0.00%
The Peak School,Charter,2016 N First St.,Flagstaff,Coconino,86004,N,,21,90.50%,9.50%,100%,85.70%,14.30%,100%,85.70%,14.30%,100%,90.50%,9.50%,100%,71.40%,4.80%,100%,14.30%,0.00%,0.00%
Thomas A. Edison Elementary School,Public,804 N. 18th St.,Phoenix,Maricopa,85006,Y,RN,64,98.40%,0.00%,98.40%,98.40%,0.00%,98.40%,98.40%,1.60%,100%,96.90%,0.00%,96.90%,93.80%,1.60%,100%,1.60%,0.00%,0.00%
Thomas M Knoles Elementary School,Public,4005 E Butler Ave. ,Flagstaff,Coconino,86004,Y,RN,100,94.00%,6.00%,100%,97.00%,3.00%,100%,97.00%,3.00%,100%,97.00%,3.00%,100%,91.00%,3.00%,100%,7.00%,0.00%,0.00%
Thompson Ranch Elementary,Public,11800 W Thompson Ranch Rd. ,El Mirage,Maricopa,85335,Y,RN,77,93.50%,3.90%,97.40%,96.10%,2.60%,98.70%,94.80%,3.90%,98.70%,97.40%,1.30%,98.70%,87.00%,3.90%,100%,3.90%,0.00%,1.30%
Thornydale Elementary,Public,7651 N. Oldfather Dr.,Tucson,Pima,85741,N,,45,97.80%,2.20%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,88.90%,2.20%,100%,2.20%,0.00%,2.20%
Thunderbird Christian Elementary,Private,7440 E Sutton Dr.,Scottsdale,Maricopa,85260,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tierra Del Sol Elementary School,Public,1001 S Somerton Ave.,Somerton,Yuma,85350,N,,113,99.10%,0.00%,99.10%,100%,0.00%,100%,99.10%,0.00%,99.10%,100%,0.00%,100%,99.10%,0.00%,100%,0.00%,0.00%,0.00%
Tolson Elementary School,Public,1000 S. Greasewood Rd.,Tucson,Pima,85745,Y,RN,43,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.70%,0.00%,100%,0.00%,0.00%,0.00%
