SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
SKYLINE DISTRICT 5,CASA BLANCA & PRESCHOOL RD,BAPCHULE,PINAL,85121,YES,RN,CHARTER,31,100%,0%,100%,58%,0%,58%,58%,0%,58%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SKYLINE RANCH ELEMENTARY,1084 W SAN TAN HILLS DR,QUEEN CREEK,PINAL,,NO,,PUBLIC,95,93%,5%,99%,55%,5%,62%,53%,5%,60%,93%,4%,99%,92%,4%,99%,96%,4%,100%,99%,1%,100%,4%,1%,4%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,28,79%,21%,100%,57%,25%,82%,50%,29%,79%,75%,25%,100%,75%,25%,100%,75%,25%,100%,75%,25%,100%,29%,0%,25%
SMOKETREE ELEMENTARY SCHOOL,2395 SMOKETREE AVE,LAKE HAVASU CITY,MOHAVE,86403,NO,,PUBLIC,72,99%,1%,100%,93%,4%,97%,93%,4%,97%,99%,1%,100%,99%,1%,100%,97%,3%,100%,99%,1%,100%,6%,0%,1%
SNOWFLAKE INTERMEDIATE SCHOOL,62 WEST 2ND SOUTH,SNOWFLAKE,NAVAJO,85937,NO,,PUBLIC,137,93%,7%,100%,93%,7%,100%,93%,7%,100%,94%,6%,100%,93%,7%,100%,94%,6%,100%,94%,6%,100%,9%,0%,3%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,85,88%,9%,100%,92%,5%,100%,92%,8%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,95%,5%,100%,5%,0%,5%
SOLOMON ELEMENTARY SCHOOL,2250 S STEVENS AVE,SOLOMON,GRAHAM,85546,YES,LPN,PUBLIC,21,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,62,95%,5%,100%,95%,0%,95%,89%,5%,94%,95%,5%,100%,95%,5%,100%,94%,6%,100%,95%,5%,100%,6%,0%,5%
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,105,92%,6%,100%,52%,6%,59%,20%,6%,27%,93%,6%,99%,90%,6%,95%,93%,6%,99%,93%,6%,99%,6%,0%,6%
SONORAN HEIGHTS ELEMENTARY,11405 N GREER RANCH PKWY,SURPRISE,MARICOPA,85379,YES,RN,PUBLIC,108,97%,3%,100%,90%,6%,100%,88%,8%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,9%,0%,2%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,22,100%,0%,100%,91%,9%,100%,91%,9%,100%,100%,0%,100%,100%,0%,100%,95%,5%,100%,91%,9%,100%,9%,0%,0%
SONORAN SCIENCE ACADEMY - PHOENIX,4837 E MCDOWELL RD,PHOENIX,MARICOPA,85008,NO,,CHARTER,26,88%,0%,100%,92%,0%,100%,92%,0%,100%,96%,0%,100%,100%,0%,100%,96%,0%,100%,100%,0%,100%,0%,0%,0%
SONORAN SCIENCE ACADEMY - TUCSON,2325 E. SUNSET RD,TUCSON,PIMA,85741,NO,,CHARTER,68,97%,3%,100%,91%,4%,99%,91%,4%,99%,97%,3%,100%,99%,1%,100%,97%,3%,100%,99%,1%,100%,6%,0%,1%
SONORAN SCIENCE ACADEMY EAST,7450 E STELLA RD,TUCSON,PIMA,85730,NO,,CHARTER,58,98%,2%,100%,84%,3%,100%,84%,3%,98%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,3%,0%,2%
SONORAN SCIENCE ACADEMY-DAVIS MONTHAN,5741 E. IRONWOOD ST,TUCSON,PIMA,85708,NO,,CHARTER,27,100%,0%,100%,100%,0%,100%,96%,4%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,4%,0%,4%
SONORAN SKY ELEMENTARY SCHOOL-85260,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,102,95%,2%,97%,93%,7%,100%,92%,8%,100%,96%,4%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,9%,1%,2%
SONORAN SKY ELEMENTARY SCHOOL-85307,10150 W MISSOURI AVE,GLENDALE,MARICOPA,85307,NO,,PUBLIC,61,98%,2%,100%,95%,0%,100%,93%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,0%,0%,2%
SOUSA ELEMENTARY SCHOOL,616 N MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,87,97%,3%,100%,94%,3%,99%,95%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,99%,1%,100%,9%,0%,6%
SOUTH POINTE PUBLIC JUNIOR HIGH SCHOOL,217 E OLYMPIC DR,PHOENIX,MARICOPA,85020,NO,,CHARTER,56,96%,2%,98%,73%,4%,79%,75%,4%,80%,93%,2%,95%,91%,4%,95%,93%,2%,95%,96%,2%,98%,4%,2%,2%
SOUTH VALLEY PREP AND ARTS SCHOOL,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,51,100%,0%,100%,90%,0%,94%,88%,0%,94%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SOUTHGATE ACADEMY,850 W VALENCIA RD,TUCSON,PIMA,85706,NO,,CHARTER,60,100%,0%,100%,93%,7%,100%,93%,7%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,7%,0%,0%
SOUTHSIDE COMMUNITY SCHOOL,2701 S CAMPBELL AVE,TUCSON,PIMA,85713,NO,,CHARTER,37,97%,0%,100%,95%,3%,100%,95%,3%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,3%,0%,3%
SOUTHWEST ELEMENTARY SCHOOL,1111 W DOBBINS RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,68,100%,0%,100%,97%,0%,100%,97%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SOUTHWESTERN CHRISTIAN SCHOOL,3261 S AVENUE 6 E,YUMA,YUMA,85365,NO,,PRIVATE,23,91%,0%,100%,100%,0%,100%,17%,0%,100%,100%,0%,100%,87%,0%,100%,100%,0%,100%,91%,0%,91%,0%,0%,0%
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,94,97%,3%,100%,93%,4%,99%,93%,4%,99%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,4%,1%,2%
ST. JOHN BOSCO CATHOLIC SCHOOL PROGRAM,16035 S 48TH ST,PHOENIX,MARICOPA,85048,YES,RN,PRIVATE,32,100%,0%,100%,88%,13%,100%,88%,13%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,13%,0%,3%
STANFIELD ELEMENTARY SCHOOL,515 S STANFIELD RD,STANFIELD,PINAL,85172,NO,,PUBLIC,58,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
STAR CHARTER SCHOOL,145 LEUPP RD,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STARLINE ELEMENTARY SCHOOL,3150 STARLINE DR,LAKE HAVASU CITY,MOHAVE,86406,NO,,PUBLIC,103,97%,3%,100%,87%,8%,96%,85%,9%,94%,96%,4%,100%,96%,4%,100%,95%,5%,100%,96%,4%,100%,10%,0%,10%
STEP UP SCHOOL,44 E 5TH ST,MESA,MARICOPA,85201,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,GLENDALE,MARICOPA,85083,YES,RN,PUBLIC,128,94%,6%,100%,89%,7%,98%,88%,7%,98%,95%,5%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,8%,0%,5%
STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,75,95%,5%,100%,93%,7%,100%,93%,7%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
STEVENSON ELEMENTARY SCHOOL,638 S 96TH ST,MESA,MARICOPA,85208,YES,RN,PUBLIC,109,96%,4%,100%,92%,8%,100%,90%,10%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,95%,5%,100%,10%,0%,4%
SUMMIT ACADEMY,1560 W SUMMIT PL,CHANDLER,MARICOPA,85224,YES,RN,PUBLIC,116,99%,1%,100%,87%,3%,91%,85%,4%,91%,98%,1%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,6%,0%,1%
SUMMIT SCHOOL OF AHWATUKEE,4515 E MUIRWOOD DR,PHOENIX,MARICOPA,85048,NO,,PRIVATE,33,97%,3%,100%,88%,6%,94%,85%,9%,94%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,TUCSON,PIMA,85756,YES,RN,PUBLIC,69,100%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SUN VALLEY CHARTER SCHOOL,"5806 S 35TH AVE, BLDG E",PHOENIX,MARICOPA,85041,NO,,CHARTER,59,97%,3%,100%,75%,3%,100%,75%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
SUN VALLEY ELEMENTARY SCHOOL,8361 N 95TH AVE,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,121,98%,2%,100%,95%,3%,100%,95%,3%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,2%
SUN VALLEY INDIAN SCHOOL,8450 S SUN VALLEY RD,SUN VALLEY,NAVAJO,86029,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUNBURST ELEMENTARY SCHOOL,14218 N 47TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,110,96%,4%,100%,95%,3%,97%,93%,4%,96%,96%,4%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,5%,0%,4%
SUNDANCE ELEMENTARY SCHOOL-85326,23800 W HADLEY ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,80,100%,0%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
SUNDANCE ELEMENTARY SCHOOL-85345,7051 W CHOLLA ST,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,69,99%,1%,100%,99%,1%,100%,81%,0%,81%,100%,0%,100%,99%,0%,99%,99%,1%,100%,100%,0%,100%,1%,0%,0%
SUNFLOWER CENTER,5490 W PARADISE LANE,PEORIA,MARICOPA,85306,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUNLAND ELEMENTARY SCHOOL,5401 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,72,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,99%,1%,100%,0%,0%,0%
SUNNYSLOPE ELEMENTARY SCHOOL,240 E VOGEL AVE,PHOENIX,MARICOPA,85020,NO,,PUBLIC,103,97%,1%,100%,98%,1%,100%,98%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
SUNRISE ELEMENTARY SCHOOL,17624 N 31ST AVE,PHOENIX,MARICOPA,85053,YES,RN,PUBLIC,65,97%,2%,100%,94%,5%,100%,92%,6%,100%,98%,2%,100%,97%,3%,100%,98%,2%,100%,97%,3%,100%,3%,2%,2%
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,64,95%,5%,100%,94%,5%,100%,94%,5%,100%,95%,5%,100%,95%,5%,100%,97%,3%,100%,97%,3%,100%,5%,0%,3%
SUNSET HEIGHTS ELEMENTARY SCHOOL,9687 W ADAM AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,101,97%,3%,100%,94%,6%,100%,94%,6%,100%,95%,5%,100%,97%,3%,100%,96%,4%,100%,93%,7%,100%,10%,0%,2%
SUNSET HILLS ELEMENTARY,17825 WEST SIERRA MONTANA LOOP,SURPRISE,MARICOPA,85388,NO,,PUBLIC,138,99%,1%,100%,95%,4%,100%,96%,3%,100%,98%,2%,100%,97%,3%,100%,99%,1%,100%,99%,1%,100%,6%,0%,0%
SUNSET RIDGE ELEMENTARY-85086,35707 N 33RD LN,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,92,97%,3%,100%,85%,12%,100%,85%,12%,100%,97%,3%,100%,96%,4%,100%,97%,3%,100%,96%,4%,100%,12%,0%,12%
SUNSET RIDGE ELEMENTARY-85305,8490 W MISSOURI AVE,GLENDALE,MARICOPA,85305,NO,,PUBLIC,77,97%,3%,100%,97%,1%,100%,97%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,3%,0%
SUNSET SCHOOL,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,NO,RN,PUBLIC,85,98%,1%,100%,95%,2%,99%,94%,2%,98%,98%,1%,100%,98%,1%,100%,98%,1%,100%,98%,1%,99%,2%,0%,1%
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,103,99%,1%,100%,100%,0%,100%,98%,1%,99%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
SUPERSTITION SPRINGS ELEMENTARY,7125 E MONTEREY AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,116,97%,3%,100%,92%,6%,100%,92%,6%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,99%,1%,100%,9%,0%,1%
SURPRISE ELEMENTARY SCHOOL,12907 W GREENWAY RD,EL MIRAGE,MARICOPA,85335,YES,LPN,PUBLIC,105,99%,1%,100%,90%,5%,94%,90%,5%,94%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,5%,0%,1%
SWEETWATER COMMUNITY SCHOOL,4215 E ANDORA DR,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SWEETWATER SCHOOL,4602 W SWEETWATER AVE,GLENDALE,MARICOPA,85304,YES,RN,PUBLIC,57,100%,0%,100%,96%,2%,100%,95%,4%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,4%,0%,0%
T DALE HANCOCK ELEMENTARY,2425 S PLEASANT DR,CHANDLER,MARICOPA,85286,NO,,PUBLIC,121,95%,5%,100%,91%,7%,100%,90%,8%,100%,95%,5%,100%,95%,5%,100%,97%,3%,100%,98%,2%,100%,8%,0%,1%
T G BARR SCHOOL,2041 E VINEYARD RD,PHOENIX,MARICOPA,85042,NO,,PUBLIC,53,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,0%,2%,0%
TAFT ELEMENTARY SCHOOL,9800 E QUARTERLINE RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,55,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,2%,0%,2%
TANQUE VERDE ELEMENTARY SCHOOL,2600 N FENNIMORE AVE,TUCSON,PIMA,85749,YES,RN,PUBLIC,105,100%,0%,100%,95%,4%,100%,96%,3%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,6%,0%,2%
TARTESSO ELEMENTARY SCHOOL,29677 W INDIANOLA RD,BUCKEYE,MARICOPA,85322,NO,,PUBLIC,73,97%,3%,100%,92%,3%,96%,92%,3%,96%,97%,3%,100%,97%,3%,100%,99%,1%,100%,99%,1%,100%,4%,0%,1%
TAYLOR INTERMEDIATE SCHOOL,207 N 500 WEST,TAYLOR,NAVAJO,85939,NO,,PUBLIC,69,88%,12%,100%,87%,13%,100%,86%,14%,100%,88%,10%,100%,88%,10%,100%,90%,9%,100%,91%,9%,100%,16%,0%,6%
TELESIS PREPARATORY,2598 STARLITE LN,LAKE HAVASU CITY,MOHAVE,86403,NO,,CHARTER,36,100%,0%,100%,67%,33%,100%,64%,36%,100%,100%,0%,100%,100%,0%,100%,94%,6%,100%,100%,0%,100%,36%,0%,0%
TEMPE ACADEMY OF INTERNATIONAL STUDIES MCKEMY CAMPUS,2250 S COLLEGE AVE,TEMPE,MARICOPA,85282,NO,,PUBLIC,113,97%,3%,100%,90%,5%,100%,87%,5%,96%,96%,4%,100%,98%,2%,100%,96%,4%,100%,95%,5%,100%,5%,0%,5%
TEMPE PREPARATORY ACADEMY,1251 E SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,CHARTER,67,94%,4%,99%,79%,10%,93%,81%,9%,93%,90%,6%,96%,90%,7%,97%,91%,6%,97%,96%,4%,100%,10%,0%,4%
TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,130,97%,3%,100%,96%,4%,100%,95%,5%,100%,96%,4%,100%,97%,3%,100%,96%,4%,100%,97%,3%,100%,5%,0%,4%
THATCHER ELEMENTARY SCHOOL,1350 N 4TH AVE,THATCHER,GRAHAM,85552,YES,RN,PUBLIC,156,96%,4%,100%,94%,6%,100%,94%,6%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,100%,0%,100%,7%,0%,1%
THE BEREAN ACADEMY,4699 E HIGHWAY 90,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,50,50%,22%,72%,42%,22%,72%,20%,28%,48%,54%,22%,76%,50%,22%,72%,50%,22%,72%,50%,22%,72%,22%,0%,22%
THE CHILDREN'S CENTER FOR NEURODEVELOPMENTAL STUDIES,5430 W GLENN DR,GLENDALE,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE FURNACE - CROSSROADS CHRISTIAN EDUCATION,3855 E EVANS BLVD,TUCSON,PIMA,85714,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE GREGORY SCHOOL,3231 N CRAYCROFT RD,TUCSON,PIMA,85712,NO,,PRIVATE,46,98%,2%,100%,91%,2%,100%,85%,9%,100%,93%,7%,100%,93%,4%,100%,96%,4%,100%,98%,2%,100%,4%,7%,2%
THE JONES GORDON SCHOOL,4800 E. DOUBLETREE RANCH RD,PARADISE VALLEY,MARICOPA,85253,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE PAIDEIA ACADEMY OF SOUTH PHOENIX,7777 S 15TH TER,PHOENIX,MARICOPA,85042,YES,RN,CHARTER,76,99%,0%,99%,72%,1%,74%,97%,1%,99%,99%,0%,99%,97%,1%,99%,97%,0%,97%,97%,1%,99%,1%,0%,1%
THE PEAK SCHOOL,2229 E SPRUCE AVE,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE RISING SCHOOL,7444 E BROADWAY BLVD,TUCSON,PIMA,85710,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE SHELBY SCHOOL,249 W. STANDAGE DR,PAYSON,GILA,85541,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THOMAS A EDISON SCHOOL,804 N 18TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,64,97%,0%,100%,97%,2%,100%,95%,0%,97%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
THOMPSON RANCH ELEMENTARY,11800 W THOMPSON RANCH RD,EL MIRAGE,MARICOPA,85335,YES,RN,PUBLIC,95,99%,1%,100%,96%,3%,99%,96%,3%,99%,99%,1%,100%,99%,1%,100%,98%,2%,100%,99%,1%,100%,4%,0%,1%
THORNYDALE ELEMENTARY SCHOOL,7751 N OLDFATHER RD,TUCSON,PIMA,85741,NO,,PUBLIC,39,97%,0%,97%,85%,0%,85%,85%,0%,85%,97%,0%,97%,97%,0%,97%,97%,0%,97%,100%,0%,100%,0%,0%,0%
THUNDERBIRD CHRISTIAN ELEMENTARY,7440 E. SUTTON DRIVE,SCOTTSDALE,MARICOPA,85260,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIERRA DEL SOL ELEMENTARY SCHOOL,16551 S SOMERTON AVE,SOMERTON,YUMA,85350,YES,RN,PUBLIC,147,100%,0%,100%,99%,0%,99%,98%,0%,99%,100%,0%,100%,100%,0%,100%,100%,0%,100%,99%,0%,99%,0%,0%,0%
TOLSON ELEMENTARY SCHOOL,1000 S GREASEWOOD RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TONALEA ELEMENTARY SCHOOL,6720 E CONTINENTAL DR,SCOTTSDALE,MARICOPA,85257,YES,RN,PRIVATE,178,98%,2%,100%,84%,4%,88%,83%,3%,86%,98%,2%,100%,98%,2%,100%,99%,1%,100%,97%,3%,100%,6%,0%,2%
TONTO BASIN ELEMENTARY SCHOOL,ONE SCHOOL ST,TONTO BASIN,GILA,85553,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOPOCK ELEMENTARY SCHOOL,5083 TULE DR,TOPOCK,MOHAVE,86436,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOWN & COUNTRY ELEMENTARY SCHOOL,1313 S LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,58,97%,3%,100%,93%,3%,100%,93%,3%,100%,97%,3%,100%,95%,5%,100%,98%,2%,100%,100%,0%,100%,7%,0%,2%
TOWNE MEADOWS ELEMENTARY SCHOOL,1101 N RECKER RD,HIGLEY,MARICOPA,85234,YES,RN,PUBLIC,111,95%,5%,100%,92%,5%,100%,92%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,97%,3%,100%,8%,0%,4%
TRAILSIDE POINT ELEMENTARY,7272 W VINEYARD RD,LAVEEN,MARICOPA,85339,NO,,PUBLIC,124,100%,0%,100%,95%,2%,97%,94%,2%,95%,94%,2%,96%,100%,0%,100%,98%,2%,100%,100%,0%,100%,2%,0%,2%
TRES RIOS ELEMENTARY SCHOOL,5025 S 103RD AVE,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,103,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
TRI-CITY CHRISTIAN ACADEMY,2211 W GERMANN RD,CHANDLER,MARICOPA,85286,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRINITY CHRISTIAN SCHOOL,1071 MOGOLLON RD,PRESCOTT,YAVAPAI,86301,NO,,PRIVATE,24,79%,21%,100%,58%,42%,100%,50%,50%,100%,75%,25%,100%,71%,29%,100%,75%,25%,100%,83%,17%,100%,50%,0%,17%
TRINITY LUTHERAN ELEMENTARY SCHOOL,830 PLAZA CIR,LITCHFIELD PARK,MARICOPA,85340,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRIUMPHANT LEARNING CENTER,201 E MAIN ST,SAFFORD,GRAHAM,85546,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRIVIUM PREPARATORY ACADEMY,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395,YES,RN,CHARTER,155,97%,3%,100%,91%,9%,100%,89%,11%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,96%,4%,100%,11%,0%,3%
TSAILE ELEMENTARY SCHOOL,RTE 12,TSAILE,APACHE,86556,NO,,PUBLIC,49,100%,0%,100%,96%,0%,100%,96%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
