SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOLTYPE,ENROLLEDCOUNT,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MCMVC,PCT_EXEMPT_MCMVC,PCT_COMPLIANCE_MCMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
SONORAN HEIGHTS ELEMENTARY,11405 N GREER RANCH PKWY,SURPRISE,MARICOPA,85379,YES,RN,PUBLIC,102,97%,3%,100%,85%,6%,100%,89%,8%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,11%,0%,3%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,27,96%,0%,96%,70%,26%,100%,70%,26%,100%,96%,0%,96%,96%,0%,96%,100%,0%,100%,96%,0%,96%,26%,0%,0%
SONORAN SCIENCE ACADEMY - PHOENIX,4837 E MCDOWELL RD,PHOENIX,MARICOPA,85008,NO,,CHARTER,31,84%,0%,100%,84%,13%,100%,77%,19%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,19%,0%,0%
SONORAN SCIENCE ACADEMY - TUCSON,2325 E. SUNSET RD,TUCSON,PIMA,85741,NO,,CHARTER,75,97%,3%,100%,95%,0%,100%,88%,11%,100%,97%,3%,100%,97%,3%,100%,96%,4%,100%,97%,3%,100%,11%,1%,3%
SONORAN SCIENCE ACADEMY-DAVIS MONTHAN,5741 E. IRONWOOD ST,TUCSON,PIMA,85708,NO,,CHARTER,22,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SONORAN SCIENCE ADADEMY - BROADWAY,6880 E BROADWAY BLVD,TUCSON,PIMA,85710,NO,,CHARTER,26,100%,0%,100%,92%,0%,100%,92%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SONORAN SKY ELEMENTARY SCHOOL,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,73,100%,0%,100%,96%,4%,100%,96%,4%,100%,100%,0%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,4%,0%,1%
SONORAN SKY ELEMENTARY SCHOOL,10150 W MISSOURI AVE,GLENDALE,MARICOPA,85307,YES,LPN,PUBLIC,66,97%,3%,100%,95%,3%,100%,95%,3%,100%,95%,3%,98%,95%,3%,98%,97%,3%,100%,97%,3%,100%,3%,0%,3%
SOUSA ELEMENTARY SCHOOL,616 N MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,78,97%,3%,100%,100%,0%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,97%,3%,100%,100%,0%,100%,6%,0%,6%
SOUTH POINTE PUBLIC JUNIOR HIGH SCHOOL,217 E OLYMPIC DR,PHOENIX,MARICOPA,85020,NO,,CHARTER,49,92%,2%,94%,76%,4%,80%,76%,4%,80%,92%,2%,94%,96%,2%,98%,92%,2%,94%,96%,2%,98%,4%,4%,2%
SOUTH VALLEY PREP AND ARTS SCHOOL,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,59,97%,3%,100%,69%,2%,81%,64%,2%,76%,95%,3%,98%,97%,3%,100%,95%,3%,98%,98%,2%,100%,3%,0%,3%
SOUTHGATE ACADEMY,850 W VALENCIA RD,TUCSON,PIMA,85706,NO,,CHARTER,61,100%,0%,100%,93%,7%,100%,93%,7%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,7%,0%,0%
SOUTHSIDE COMMUNITY SCHOOL,2701 S CAMPBELL AVE,TUCSON,PIMA,85713,NO,,CHARTER,27,100%,0%,100%,96%,4%,100%,93%,4%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,4%,0%,0%
SOUTHWEST ELEMENTARY SCHOOL,1111 W DOBBINS RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,65,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SOUTHWESTERN CHRISTIAN SCHOOL,3261 S AVENUE 6 E,YUMA,YUMA,85365,NO,,PRIVATE,22,100%,0%,100%,27%,0%,27%,27%,0%,27%,100%,0%,100%,73%,0%,73%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,97,98%,2%,100%,92%,4%,99%,92%,5%,99%,97%,3%,100%,96%,4%,100%,98%,2%,100%,95%,4%,99%,4%,1%,4%
ST THERESA LITTLE FLOWER PRESCHOOL,5001 EAST THOMAS ROAD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,42,100%,0%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
ST. ANTHONY OF PADUA CATHOLIC PRESCHOOL,501 EAST 2ND STREET,CASA GRANDE,PINAL,85122,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ST. GREGORY CATHOLIC SCHOOL -  PRESCHOOL AND EXTENDED CARE,3440 NORTH 18TH AVENUE,PHOENIX,MARICOPA,85015,NO,,PRIVATE,37,100%,0%,100%,41%,0%,41%,8%,0%,8%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
ST. JEROME PRESCHOOL,10815 NORTH 35TH AVENUE,PHOENIX,MARICOPA,85029,NO,,PRIVATE,25,100%,0%,100%,96%,4%,100%,96%,4%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,4%,0%,0%
ST. LOUIS THE KING PRE - KINDERGARTEN AND EXTENDED DAY,4331 WEST MARYLAND AVENUE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,26,96%,0%,100%,100%,0%,100%,100%,0%,100%,96%,0%,100%,100%,0%,100%,96%,0%,100%,100%,0%,100%,0%,0%,0%
ST. THOMAS AQUINAS PRESCHOOL,13720 WEST THOMAS ROAD,AVONDALE,MARICOPA,85392,YES,RN,PRIVATE,49,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,4%,0%,2%
STANFIELD ELEMENTARY SCHOOL,515 S STANFIELD RD,STANFIELD,PINAL,85172,NO,,PUBLIC,55,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
STAR CHARTER SCHOOL,145 LEUPP RD,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STARLINE ELEMENTARY SCHOOL,3150 STARLINE DR,LAKE HAVASU CITY,MOHAVE,86406,NO,,PUBLIC,93,94%,6%,100%,91%,9%,100%,89%,10%,99%,96%,4%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,12%,0%,4%
STEPPING STONES ACADEMY,35812 N 7TH ST,PHOENIX,MARICOPA,85086,NO,,CHARTER,28,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,18%,0%,18%
STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,GLENDALE,MARICOPA,85083,YES,RN,PUBLIC,127,98%,2%,100%,98%,2%,99%,94%,5%,99%,97%,3%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,6%,0%,2%
STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,54,96%,4%,100%,94%,4%,98%,94%,4%,98%,96%,4%,100%,94%,4%,100%,98%,2%,100%,96%,4%,100%,4%,0%,2%
STEVENSON ELEMENTARY SCHOOL,638 S 96TH ST,MESA,MARICOPA,85208,YES,RN,PUBLIC,112,98%,0%,100%,97%,1%,100%,97%,1%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,99%,1%,100%,1%,1%,0%
SUMMIT ACADEMY,1560 W SUMMIT PL,CHANDLER,MARICOPA,85224,YES,RN,PUBLIC,79,100%,0%,100%,90%,1%,95%,87%,1%,92%,96%,4%,100%,96%,4%,100%,100%,0%,100%,100%,0%,100%,6%,0%,0%
SUMMIT SCHOOL OF AHWATUKEE,4515 E MUIRWOOD DR,PHOENIX,MARICOPA,85048,NO,,PRIVATE,25,96%,4%,100%,88%,4%,92%,88%,4%,92%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,TUCSON,PIMA,85756,YES,RN,PUBLIC,77,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SUN VALLEY CHARTER SCHOOL,"5806 S 35TH AVE, BLDG E",PHOENIX,MARICOPA,85041,NO,,CHARTER,24,100%,0%,100%,38%,0%,100%,29%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SUN VALLEY ELEMENTARY SCHOOL,8361 N 95TH AVE,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,109,98%,2%,100%,96%,2%,100%,96%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,18%,0%,18%
SUNBURST ELEMENTARY SCHOOL,14218 N 47TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,93,98%,1%,100%,97%,2%,100%,97%,2%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,99%,1%,100%,2%,0%,1%
SUNDANCE ELEMENTARY SCHOOL,7051 W CHOLLA ST,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,82,99%,1%,100%,98%,0%,98%,98%,1%,99%,99%,1%,100%,99%,1%,100%,99%,0%,99%,99%,0%,99%,1%,0%,0%
SUNDANCE ELEMENTARY SCHOOL,23800 W HADLEY ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,78,99%,1%,100%,96%,3%,100%,96%,3%,100%,97%,3%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,1%,1%
SUNLAND ELEMENTARY SCHOOL,5401 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,57,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SUNNYSLOPE ELEMENTARY SCHOOL,240 E VOGEL AVE,PHOENIX,MARICOPA,85020,NO,,PUBLIC,99,99%,0%,100%,99%,0%,100%,96%,3%,100%,98%,2%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,3%,0%,0%
SUNRISE ELEMENTARY SCHOOL,17624 N 31ST AVE,PHOENIX,MARICOPA,85053,NO,,PUBLIC,67,96%,0%,100%,97%,3%,100%,94%,6%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,99%,1%,100%,7%,0%,0%
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,NO,,PUBLIC,72,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
SUNSET HEIGHTS ELEMENTARY SCHOOL,9687 W ADAM AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,121,100%,0%,100%,95%,4%,100%,94%,5%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,4%,4%,0%
SUNSET HILLS ELEMENTARY,17825 WEST SIERRA MONTANA LOOP,SURPRISE,MARICOPA,85388,NO,,PUBLIC,152,97%,3%,100%,91%,8%,100%,90%,9%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,4%,0%,2%
SUNSET RIDGE ELEMENTARY,8490 W MISSOURI AVE,GLENDALE,MARICOPA,85305,NO,,PUBLIC,87,99%,1%,100%,95%,2%,100%,95%,2%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,3%,0%,3%
SUNSET RIDGE ELEMENTARY,35707 N 33RD LN,PHOENIX,MARICOPA,85086,NO,,PUBLIC,85,87%,13%,100%,84%,13%,96%,84%,13%,96%,84%,13%,96%,85%,13%,98%,87%,13%,100%,87%,13%,100%,13%,0%,13%
SUNSET SCHOOL,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,90,96%,0%,100%,99%,1%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,2%,0%
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,90,97%,0%,97%,90%,1%,91%,89%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,1%,1%,0%
SUPERSTITION SPRINGS ELEMENTARY,7125 E MONTEREY AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,111,93%,7%,100%,86%,11%,100%,88%,10%,100%,94%,6%,100%,94%,6%,100%,95%,5%,100%,95%,5%,100%,14%,0%,5%
SURPRISE ELEMENTARY SCHOOL,12907 W GREENWAY RD,EL MIRAGE,MARICOPA,85335,YES,LPN,PUBLIC,104,98%,2%,100%,91%,3%,95%,91%,3%,95%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,3%,0%,2%
SWEETWATER SCHOOL,4602 W SWEETWATER AVE,GLENDALE,MARICOPA,85304,YES,RN,PUBLIC,61,98%,2%,100%,98%,2%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,5%,0%,0%
SYSTEM PHOENIX,1301 E ALMERIA RD,PHOENIX,MARICOPA,85006,NO,,CHARTER,26,96%,4%,100%,69%,27%,96%,69%,27%,96%,96%,4%,100%,96%,4%,100%,92%,8%,100%,88%,12%,100%,27%,0%,4%
T DALE HANCOCK ELEMENTARY,2425 S PLEASANT DR,CHANDLER,MARICOPA,85286,NO,,PUBLIC,111,95%,5%,100%,91%,6%,100%,89%,9%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,12%,0%,2%
T G BARR SCHOOL,2041 E VINEYARD RD,PHOENIX,MARICOPA,85042,NO,,PUBLIC,63,97%,3%,100%,95%,3%,100%,95%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
T.E.S.D.#17 - PORFIRIO H GONZALES,9401 WEST GARFIELD STREET,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,97,85%,4%,89%,78%,4%,82%,78%,4%,82%,84%,4%,88%,84%,4%,88%,88%,4%,92%,89%,4%,93%,4%,0%,4%
T.U.S.D.#1 - C. E. ROSE PRESCHOOL PROGRAM,710 WEST MICHIGAN DRIVE,TUCSON,PIMA,85714,YES,RN,PUBLIC,86,100%,0%,100%,100%,0%,100%,83%,0%,83%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TAFT ELEMENTARY SCHOOL,9800 E QUARTERLINE RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,80,98%,3%,100%,94%,3%,100%,94%,3%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,3%,4%,0%
TANQUE VERDE ELEMENTARY SCHOOL,2600 N FENNIMORE AVE,TUCSON,PIMA,85749,YES,RN,PUBLIC,115,97%,3%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,5%,0%,3%
TARTESSO ELEMENTARY SCHOOL,29677 W INDIANOLA RD,BUCKEYE,MARICOPA,85322,NO,,PUBLIC,66,97%,3%,100%,94%,5%,100%,94%,5%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,5%,0%,3%
TAYLOR INTERMEDIATE SCHOOL,207 N 500 WEST,TAYLOR,NAVAJO,85939,NO,,PUBLIC,57,93%,5%,100%,89%,11%,100%,88%,12%,100%,93%,5%,100%,93%,5%,100%,93%,5%,100%,95%,5%,100%,12%,0%,5%
TELESIS PREPARATORY,2598 STARLITE LN,LAKE HAVASU CITY,MOHAVE,86403,NO,,CHARTER,60,95%,0%,95%,55%,0%,55%,57%,0%,57%,95%,0%,95%,95%,0%,95%,95%,0%,95%,97%,0%,97%,2%,2%,2%
TEMPE ACADEMY OF INTERNATIONAL STUDIES MCKEMY CAMPUS,2250 S COLLEGE AVE,TEMPE,MARICOPA,85282,NO,,PUBLIC,116,97%,3%,100%,86%,5%,96%,84%,5%,95%,97%,3%,100%,97%,3%,100%,98%,2%,100%,99%,1%,100%,4%,2%,4%
TEMPE PREPARATORY ACADEMY,1251 E SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,CHARTER,68,91%,3%,96%,91%,3%,96%,66%,3%,71%,90%,3%,94%,88%,3%,94%,90%,3%,96%,91%,3%,94%,3%,3%,3%
TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,119,98%,2%,100%,93%,5%,99%,92%,5%,98%,98%,2%,100%,98%,2%,100%,99%,1%,100%,99%,1%,100%,4%,1%,3%
THATCHER ELEMENTARY SCHOOL,1350 N 4TH AVE,THATCHER,GRAHAM,85552,YES,RN,PUBLIC,149,93%,7%,100%,91%,8%,99%,91%,8%,99%,93%,7%,100%,93%,7%,100%,94%,6%,100%,100%,0%,100%,10%,1%,9%
THE BEREAN ACADEMY,4699 E HIGHWAY 90,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,30,97%,0%,97%,100%,0%,100%,23%,0%,23%,90%,0%,90%,93%,0%,93%,90%,0%,90%,90%,0%,90%,0%,0%,0%
THE GREGORY SCHOOL,3231 N CRAYCROFT RD,TUCSON,PIMA,85712,NO,,PRIVATE,37,92%,3%,100%,89%,3%,97%,86%,5%,97%,89%,5%,100%,92%,3%,100%,89%,5%,100%,95%,5%,100%,5%,0%,3%
THE JONES GORDON SCHOOL,4800 E. DOUBLETREE RANCH RD,PARADISE VALLEY,MARICOPA,85253,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE PAIDEIA ACADEMY OF SOUTH PHOENIX,7777 S 15TH TER,PHOENIX,MARICOPA,85042,YES,RN,CHARTER,57,100%,0%,100%,96%,4%,100%,96%,4%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,4%,0%,4%
THE PEAK SCHOOL,2229 E SPRUCE AVE,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE RISING SCHOOL,7444 E BROADWAY BLVD,TUCSON,PIMA,85710,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THOMAS A EDISON SCHOOL,804 N 18TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,64,97%,2%,100%,97%,2%,100%,95%,2%,98%,97%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,0%,2%,2%
THOMPSON RANCH ELEMENTARY,11800 W THOMPSON RANCH RD,EL MIRAGE,MARICOPA,85335,YES,RN,PUBLIC,94,98%,1%,99%,98%,0%,98%,98%,2%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
THORNYDALE ELEMENTARY SCHOOL,7751 N OLDFATHER RD,TUCSON,PIMA,85741,NO,,PUBLIC,51,100%,0%,100%,96%,2%,98%,96%,2%,98%,100%,0%,100%,100%,0%,100%,98%,0%,98%,100%,0%,100%,4%,0%,4%
TONALEA ELEMENTARY SCHOOL,6720 E CONTINENTAL DR,SCOTTSDALE,MARICOPA,85257,YES,RN,PRIVATE,154,99%,1%,100%,97%,1%,100%,97%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
TOWN & COUNTRY ELEMENTARY SCHOOL,1313 S LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,58,100%,0%,100%,95%,3%,100%,93%,3%,98%,100%,0%,100%,100%,0%,100%,100%,0%,100%,97%,3%,100%,3%,0%,3%
TRAILSIDE POINT ELEMENTARY,7272 W VINEYARD RD,LAVEEN,MARICOPA,85339,NO,,PUBLIC,98,97%,2%,100%,93%,3%,98%,90%,3%,97%,98%,2%,100%,96%,3%,100%,98%,2%,100%,98%,2%,100%,3%,0%,2%
TRES RIOS ELEMENTARY SCHOOL,5025 S 103RD AVE,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,95,98%,1%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,99%,1%,100%,98%,1%,100%,99%,1%,100%,2%,0%,1%
TRI-CITY CHRISTIAN ACADEMY,2211 W GERMANN RD,CHANDLER,MARICOPA,85286,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRINITY CHRISTIAN SCHOOL,1071 MOGOLLON RD,PRESCOTT,YAVAPAI,86301,NO,,PRIVATE,21,67%,33%,100%,71%,29%,100%,57%,43%,100%,62%,38%,100%,67%,33%,100%,67%,33%,100%,71%,29%,100%,43%,0%,29%
TRINITY LUTHERAN ELEMENTARY SCHOOL,830 PLAZA CIR,LITCHFIELD PARK,MARICOPA,85340,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRINITY LUTHERAN SCHOOL,830 EAST PLAZA CIRCLE EAST,LITCHFIELD PARK,MARICOPA,85340,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRIUMPHANT LEARNING CENTER,201 E MAIN ST,SAFFORD,GRAHAM,85546,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRIVIUM PREPARATORY ACADEMY,925 N SARIVAL AVE,GOODYEAR,MARICOPA,,YES,RN,CHARTER,152,99%,1%,100%,94%,6%,100%,94%,6%,100%,98%,2%,100%,97%,3%,100%,99%,1%,100%,99%,1%,100%,7%,1%,1%
TSAILE ELEMENTARY SCHOOL,RTE 12,TSAILE,APACHE,86556,NO,,PUBLIC,32,100%,0%,100%,97%,0%,100%,97%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TSEHOOTSOOI DINE BI'OLTA' (NAVAJO IMMERSION),NAVAJO ROUTE 12,FORT DEFIANCE,APACHE,86504,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TSEHOOTSOOI INTERMEDIATE LEARNING CENTER,NAVAJO ROUTE 7,FORT DEFIANCE,APACHE,86504,NO,,PUBLIC,156,100%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TUBA CITY JUNIOR HIGH SCHOOL,EAST FIR STREET,TUBA CITY,COCONINO,86045,YES,LPN,PUBLIC,96,100%,0%,100%,80%,0%,80%,77%,0%,77%,100%,0%,100%,100%,0%,100%,100%,0%,100%,99%,0%,99%,0%,0%,0%
TUCSON COUNTRY DAY SCHOOL,9239 E WRIGHTSTOWN RD,TUCSON,PIMA,85715,NO,,CHARTER,80,100%,0%,100%,98%,1%,100%,98%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
TUCSON HEBREW ACADEMY,3888 E RIVER RD,TUCSON,PIMA,85718,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TUCSON INTERNATIONAL ACADEMY - WEST,2700 W BROADWAY BLVD,TUCSON,PIMA,85745,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TUCSON INTERNATIONAL ACADEMY MIDVALE,1625 W VALENCIA RD #109,TUCSON,PIMA,85746,NO,,CHARTER,23,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TUCSON WALDORF SCHOOL,3605 E RIVER RD,TUCSON,PIMA,85718,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TUMBLEWEED ELEMENTARY SCHOOL,4001 W LAUREL LN,PHOENIX,MARICOPA,85029,NO,,PUBLIC,65,100%,0%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,98%,2%,100%,100%,0%,100%,3%,0%,0%
TWIN PEAKS ELEMENTARY SCHOOL,7995 W TWIN PEAKS RD,TUCSON,PIMA,85743,YES,RN,PUBLIC,77,99%,0%,99%,78%,5%,83%,73%,9%,82%,99%,0%,99%,99%,0%,99%,99%,0%,99%,100%,0%,100%,6%,3%,4%
UNITED CHRISTIAN SCHOOL,903 WEST FINNIE FLAT ROAD,CAMP VERDE,YAVAPAI,86322,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
