,school,type,address,city,county,zip,nurse,enrolled,dtap,polio,mmr,hepb,var,exempt_dtap,exempt_polio,exempt_mmr,exempt_hepb,exempt_var,year,exempt_tdap
6444,THE BEREAN ACADEMY,CHARTER,1169 NORTH COLOMBO AVE,SIERRA VISTA,COCHISE,85635.0,NO,31,83.9%,87.1%,87.1%,87.1%,87.1%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6445,THE GREGORY SCHOOL,PRIVATE,3231 N CRAYCROFT RD,TUCSON,PIMA,85712.0,NO,47,89.4%,95.7%,97.9%,95.7%,95.7%,10.6%,4.3%,2.1%,4.3%,4.3%,2020,
6446,THE JONES GORDON SCHOOL,PRIVATE,4800 E. DOUBLETREE RANCH RD,PARADISE VALLEY,MARICOPA,85253.0,NO,<20,,,,,,,,,,,2020,
6447,THE PAIDEIA ACADEMY OF SOUTH PHOENIX,CHARTER,7777 S 15TH TER,PHOENIX,MARICOPA,85042.0,YES,83,73.5%,97.6%,96.4%,96.4%,97.6%,6.0%,2.4%,2.4%,2.4%,2.4%,2020,
6448,THE PEAK SCHOOL,CHARTER,2229 E SPRUCE AVE,FLAGSTAFF,COCONINO,86004.0,NO,<20,,,,,,,,,,,2020,
6449,THOMAS A EDISON SCHOOL,PUBLIC,804 N 18TH ST,PHOENIX,MARICOPA,85006.0,YES,59,79.7%,94.9%,98.3%,98.3%,100.0%,5.1%,3.4%,1.7%,1.7%,0.0%,2020,
6450,THOMPSON RANCH ELEMENTARY,PUBLIC,11800 W THOMPSON RANCH RD,EL MIRAGE,MARICOPA,85335.0,NO,95,82.1%,98.9%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6451,TIERRA DEL SOL ELEMENTARY SCHOOL,PUBLIC,16551 S SOMERTON AVE,SOMERTON,YUMA,85350.0,YES,123,72.4%,91.1%,98.4%,98.4%,99.2%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6452,TOLTEC ELEMENTARY  SCHOOL,PUBLIC,3315 N TOLTEC RD,ELOY,PINAL,85131.0,NO,43,93.0%,97.7%,97.7%,97.7%,97.7%,2.3%,2.3%,2.3%,2.3%,2.3%,2020,
6453,TOMAHAWK ELEMENTARY SCHOOL,PUBLIC,7820 W TURNEY AVE,PHOENIX,MARICOPA,85033.0,YES,107,79.4%,99.1%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6454,TONALEA ELEMENTARY SCHOOL,PRIVATE,6720 E CONTINENTAL DR,SCOTTSDALE,MARICOPA,85257.0,YES,118,79.7%,94.9%,94.9%,94.9%,95.8%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6455,TOPOCK ELEMENTARY SCHOOL,PUBLIC,5083 TULE DR,TOPOCK,MOHAVE,86436.0,NO,<20,,,,,,,,,,,2020,
6456,TOWN & COUNTRY ELEMENTARY SCHOOL,PUBLIC,1313 S LENZNER AVE,SIERRA VISTA,COCHISE,85635.0,YES,57,98.2%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6457,TOWNE MEADOWS ELEMENTARY SCHOOL,PUBLIC,1101 N RECKER RD,HIGLEY,MARICOPA,85234.0,YES,113,94.7%,94.7%,95.6%,95.6%,97.3%,5.3%,5.3%,4.4%,4.4%,2.7%,2020,
6458,TRAILSIDE POINT ELEMENTARY,PUBLIC,7272 W VINEYARD RD,LAVEEN,MARICOPA,85339.0,YES,105,80.0%,93.3%,93.3%,94.3%,93.3%,5.7%,5.7%,5.7%,5.7%,6.7%,2020,
6459,TRES RIOS ELEMENTARY SCHOOL,PUBLIC,5025 S 103RD AVE,TOLLESON,MARICOPA,85353.0,YES,94,92.6%,96.8%,96.8%,96.8%,96.8%,4.3%,3.2%,3.2%,3.2%,3.2%,2020,
6460,TRINITY CHRISTIAN SCHOOL,PRIVATE,1071 MOGOLLON RD,PRESCOTT,YAVAPAI,86301.0,NO,24,58.3%,70.8%,70.8%,79.2%,79.2%,41.7%,29.2%,29.2%,20.8%,20.8%,2020,
6461,TRINITY LUTHERAN ELEMENTARY SCHOOL - LITCHFIELD PARK,PRIVATE,830 PLAZA CIR,LITCHFIELD PARK,MARICOPA,85340.0,NO,<20,,,,,,,,,,,2020,
6462,TRIUMPHANT LEARNING CENTER,CHARTER,201 E MAIN ST,SAFFORD,GRAHAM,85546.0,NO,<20,,,,,,,,,,,2020,
6463,TRIVIUM PREPARATORY ACADEMY,CHARTER,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395.0,YES,155,91.6%,92.9%,96.1%,96.8%,96.8%,7.1%,7.1%,3.9%,3.2%,3.2%,2020,
6464,TSEHOOTSOOI DINE BI'OLTA' (NAVAJO IMMERSION),PUBLIC,NORTH CHEE DODGE DRIVE,WINDOW ROCK,APACHE,86515.0,NO,<20,,,,,,,,,,,2020,
6465,TSEHOOTSOOI INTERMEDIATE LEARNING CENTER,PUBLIC,NAVAJO ROUTE 7,FORT DEFIANCE,APACHE,86504.0,NO,122,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6466,TUBA CITY JUNIOR HIGH SCHOOL,PUBLIC,EAST FIR STREET,TUBA CITY,COCONINO,86045.0,YES,93,68.8%,97.8%,96.8%,100.0%,98.9%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6467,TUCSON COUNTRY DAY SCHOOL,CHARTER,9239 E WRIGHTSTOWN RD,TUCSON,PIMA,85715.0,NO,73,94.5%,95.9%,95.9%,95.9%,97.3%,5.5%,4.1%,4.1%,4.1%,2.7%,2020,
6468,TUCSON HEBREW ACADEMY,PRIVATE,3888 E RIVER RD,TUCSON,PIMA,85718.0,NO,<20,,,,,,,,,,,2020,
6469,TUCSON INTERNATIONAL ACADEMY MIDVALE,CHARTER,1625 W VALENCIA RD #109,TUCSON,PIMA,85746.0,NO,<20,,,,,,,,,,,2020,
6470,TUCSON INTERNATIONAL ACADEMY-85719,CHARTER,1230 E BROADWAY BLVD,TUCSON,PIMA,85719.0,NO,<20,,,,,,,,,,,2020,
6471,TUCSON WALDORF SCHOOL,PRIVATE,3605 E RIVER RD,TUCSON,PIMA,85718.0,NO,<20,,,,,,,,,,,2020,
6472,TUMBLEWEED ELEMENTARY SCHOOL - 85029,PUBLIC,4001 W LAUREL LN,PHOENIX,MARICOPA,85029.0,NO,67,94.0%,98.5%,98.5%,98.5%,98.5%,1.5%,1.5%,1.5%,1.5%,1.5%,2020,
6473,TWIN PEAKS ELEMENTARY SCHOOL,PUBLIC,7995 W TWIN PEAKS RD,TUCSON,PIMA,85743.0,YES,118,86.4%,97.5%,96.6%,97.5%,98.3%,1.7%,1.7%,2.5%,2.5%,1.7%,2020,
6474,UNION PARK SCHOOL,PUBLIC,25700 N 21ST AVENUE,PHOENIX,MARICOPA,85085.0,NO,56,85.7%,94.6%,96.4%,94.6%,94.6%,12.5%,5.4%,3.6%,5.4%,5.4%,2020,
6475,UTTERBACK MIDDLE SCHOOL,PUBLIC,3233 S PINAL VISTA,TUCSON,PIMA,85713.0,YES,103,66.0%,100.0%,99.0%,100.0%,96.1%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6476,V H LASSEN ELEMENTARY SCHOOL,PUBLIC,909 W VINEYARD RD,PHOENIX,MARICOPA,85041.0,NO,34,100.0%,97.1%,97.1%,97.1%,97.1%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6477,VAIL ACADEMY & HIGH SCHOOL,CHARTER,7762 E SCIENCE PARK DR,TUCSON,PIMA,85747.0,NO,50,92.0%,98.0%,98.0%,98.0%,98.0%,2.0%,2.0%,2.0%,2.0%,2.0%,2020,
6478,VAIL INNOVATION CENTER,PUBLIC,10775 E MARY ANN CLEVELAND WAY,TUCSON,PIMA,85747.0,NO,34,70.6%,91.2%,91.2%,94.1%,91.2%,11.8%,8.8%,8.8%,5.9%,5.9%,2020,
6479,VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,CHARTER,4120 S VAL VISTA DR,GILBERT,MARICOPA,85297.0,NO,52,78.8%,94.2%,94.2%,94.2%,96.2%,5.8%,5.8%,5.8%,5.8%,3.8%,2020,
6480,VAL VISTA LAKES ELEMENTARY SCHOOL,PUBLIC,1030 N BLUE GROTTO DR,GILBERT,MARICOPA,85234.0,YES,55,80.0%,87.3%,78.2%,87.3%,87.3%,20.0%,12.7%,21.8%,12.7%,12.7%,2020,
6481,VALENCIA MIDDLE SCHOOL,PUBLIC,4400 W IRVINGTON RD,TUCSON,PIMA,85746.0,YES,254,67.7%,98.8%,98.8%,98.8%,98.8%,0.4%,0.4%,0.4%,0.4%,0.4%,2020,
6482,VALENCIA NEW COMER SCHOOL,PUBLIC,3802 W MARYLAND AVE,PHOENIX,MARICOPA,85019.0,YES,<20,,,,,,,,,,,2020,
6483,VALLE DEL ENCANTO LEARNING CENTER,PUBLIC,400 N CESAR CHAVEZ AVE,SOMERTON,YUMA,85350.0,NO,70,95.7%,94.3%,98.6%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6484,VALLEY CHRISTIAN SCHOOL,PRIVATE,6304 S PRICE RD,TEMPE,MARICOPA,85283.0,YES,31,77.4%,83.9%,83.9%,83.9%,87.1%,22.6%,16.1%,16.1%,16.1%,12.9%,2020,
6485,VALLEY HORIZON ELEMENTARY SCHOOL,PUBLIC,4501 W 20TH ST,YUMA,YUMA,85364.0,NO,71,97.2%,97.2%,97.2%,97.2%,97.2%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6486,VALLEY VIEW SCHOOL,PUBLIC,8220 S 7TH AVE,PHOENIX,MARICOPA,85041.0,YES,68,77.9%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6487,VECTOR PREP AND ARTS ACADEMY,CHARTER,2020 N ARIZONA AVE,CHANDLER,MARICOPA,85225.0,NO,25,72.0%,96.0%,96.0%,100.0%,100.0%,4.0%,4.0%,4.0%,0.0%,0.0%,2020,
6488,VERDE CHRISTIAN ACADEMY,PRIVATE,102 S WILLARD ST,COTTONWOOD,YAVAPAI,86326.0,NO,<20,,,,,,,,,,,2020,
6489,VERITAS CHRISTIAN COMMUNITY SCHOOL,PRIVATE,215 TAYLOR DR,SIERRA VISTA,COCHISE,85635.0,NO,<20,,,,,,,,,,,2020,
6490,VERITAS PREPARATORY ACADEMY,CHARTER,3102 N 56TH ST,PHOENIX,MARICOPA,85018.0,YES,147,100.0%,90.5%,95.2%,93.9%,96.6%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6491,VERNON ELEMENTARY SCHOOL,PUBLIC,10 E MAIN ST,VERNON,APACHE,85940.0,NO,<20,,,,,,,,,,,2020,
6492,VERRADO MIDDLE SCHOOL,PUBLIC,20880 W MAIN ST,BUCKEYE,MARICOPA,85396.0,YES,172,84.3%,97.7%,96.5%,97.1%,97.7%,4.1%,1.7%,1.7%,1.7%,1.2%,2020,
6493,VICTORY COLLEGIATE COOPERATION,CHARTER,3535 N 63RD AVENUE,PHOENIX,MARICOPA,85033.0,NO,40,50.0%,92.5%,95.0%,95.0%,97.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2020,
6494,VILLA DE PAZ ELEMENTARY SCHOOL,PUBLIC,4940 N 103RD AVE,PHOENIX,MARICOPA,85037.0,NO,56,57.1%,98.2%,98.2%,100.0%,100.0%,0.0%,1.8%,0.0%,0.0%,0.0%,2020,
6495,VILLA MONTESSORI SCHOOL - MEADOWBROOK,PRIVATE,2802 E MEADOWBROOK AVE PHOENIX MARICOPA 85016,,MARICOPA,,NO,56,85.7%,87.5%,87.5%,82.1%,87.5%,12.5%,12.5%,12.5%,17.9%,12.5%,2020,
6496,VILLAGE MEADOWS ELEMENTARY SCHOOL,PUBLIC,2020 W MORNINGSIDE DR,PHOENIX,MARICOPA,85023.0,YES,42,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6497,VILLAGE MEADOWS ELEMENTARY SCHOOL,PUBLIC,905 EL CAMINO REAL,SIERRA VISTA,COCHISE,85635.0,YES,57,96.5%,100.0%,100.0%,96.5%,96.5%,3.5%,0.0%,0.0%,3.5%,3.5%,2020,
6498,VILLAGO MIDDLE SCHOOL,PUBLIC,574 E LAKESIDE PKWY,CASA GRANDE,PINAL,85222.0,YES,262,83.2%,95.8%,95.8%,96.2%,96.2%,3.8%,3.8%,3.8%,3.8%,3.8%,2020,
6499,VISTA COLLEGE PREP - MARYVALE,CHARTER,4520 W MCDOWELL RD,PHOENIX,MARICOPA,85035.0,YES,99,79.8%,97.0%,98.0%,97.0%,99.0%,2.0%,1.0%,1.0%,1.0%,1.0%,2020,
6500,VISTA COLLEGE PREP - MIDDLE SCHOOL,CHARTER,3333 W ROOSEVELT,PHOENIX,MARICOPA,85009.0,YES,99,72.7%,98.0%,99.0%,97.0%,98.0%,2.0%,1.0%,1.0%,1.0%,1.0%,2020,
6501,VISTA DEL SUR TRADITIONAL SCHOOL,PUBLIC,3908 W SOUTH MOUNTAIN AVE,LAVEEN,MARICOPA,85339.0,NO,93,91.4%,97.8%,97.8%,97.8%,97.8%,3.2%,2.2%,2.2%,2.2%,2.2%,2020,
6502,VISTA GROVE PREPARATORY ACADEMY - ELEMENTARY,CHARTER,2929 E MCKELLIPS RD,MESA,MARICOPA,,NO,22,90.9%,90.9%,90.9%,86.4%,90.9%,9.1%,9.1%,9.1%,9.1%,9.1%,2020,
6503,VISTANCIA ELEMENTARY SCHOOL,PUBLIC,30009 N SUNSET POINT,PEORIA,MARICOPA,85383.0,YES,118,93.2%,94.1%,93.2%,94.1%,94.9%,0.0%,5.1%,5.1%,5.1%,4.2%,2020,
6504,VULTURE PEAK MIDDLE SCHOOL,PUBLIC,920 S VULTURE MINE RD,WICKENBURG,MARICOPA,85390.0,NO,59,11.9%,84.7%,83.1%,84.7%,72.9%,15.3%,15.3%,15.3%,15.3%,15.3%,2020,
6505,WADE CARPENTER MIDDLE SCHOOL,PUBLIC,595 W KINO ST,NOGALES,SANTA CRUZ,85621.0,YES,197,85.8%,99.5%,100.0%,100.0%,100.0%,0.5%,0.0%,0.0%,0.0%,0.0%,2020,
6506,WAKEFIELD MIDDLE SCHOOL,PUBLIC,101 W 44TH STREET,TUCSON,PIMA,85713.0,YES,69,97.1%,98.6%,98.6%,95.7%,98.6%,1.4%,1.4%,1.4%,4.3%,1.4%,2020,
6507,WALKER BUTTE K-8,PUBLIC,29897 N DESERT WILLOW BLVD,QUEEN CREEK,PINAL,85143.0,NO,53,94.3%,98.1%,98.1%,98.1%,98.1%,1.9%,1.9%,1.9%,1.9%,1.9%,2020,
6508,WALLACE JR HIGH SCHOOL,PUBLIC,1320 18TH ST,PARKER,LA PAZ,85344.0,NO,107,63.6%,94.4%,97.2%,98.1%,98.1%,1.9%,1.9%,1.9%,1.9%,1.9%,2020,
6509,WALTER DOUGLAS ELEMENTARY SCHOOL,PUBLIC,3302 N FLOWING WELLS RD,TUCSON,PIMA,85705.0,NO,88,94.3%,96.6%,96.6%,96.6%,97.7%,3.4%,3.4%,3.4%,3.4%,2.3%,2020,
6510,WARD TRADITIONAL ACADEMY,PUBLIC,1965 E HERMOSA DR,TEMPE,MARICOPA,85282.0,YES,50,92.0%,96.0%,96.0%,96.0%,96.0%,6.0%,4.0%,4.0%,4.0%,4.0%,2020,
6511,WASHINGTON ELEMENTARY SCHOOL-85051,PUBLIC,8033 N 27TH AVE,PHOENIX,MARICOPA,85051.0,NO,95,88.4%,94.7%,94.7%,95.8%,93.7%,8.4%,5.3%,5.3%,4.2%,6.3%,2020,
6512,WASHINGTON ELEMENTARY SCHOOL-85202,PUBLIC,2260 W ISABELLA AVE,MESA,MARICOPA,85202.0,YES,53,75.5%,96.2%,94.3%,96.2%,96.2%,5.7%,3.8%,3.8%,3.8%,3.8%,2020,
6513,WASHINGTON SCHOOL,PUBLIC,300 W OAK ST,WINSLOW,NAVAJO,86047.0,NO,141,81.6%,100.0%,100.0%,100.0%,98.6%,0.0%,0.0%,0.0%,0.0%,0.7%,2020,
6514,WEBSTER ELEMENTARY SCHOOL,PUBLIC,202 N SYCAMORE,MESA,MARICOPA,85201.0,YES,83,75.9%,98.8%,98.8%,98.8%,95.2%,1.2%,1.2%,0.0%,0.0%,0.0%,2020,
6515,WEST ELEMENTARY SCHOOL,PUBLIC,460 S 7TH ST,COOLIDGE,PINAL,85128.0,YES,87,90.8%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6516,WEST POINT ELEMENTARY,PUBLIC,13700 W GREENWAY RD,SURPRISE,MARICOPA,85374.0,NO,77,83.1%,98.7%,98.7%,96.1%,98.7%,7.8%,1.3%,1.3%,3.9%,1.3%,2020,
6517,WEST VALLEY CHRISTIAN SCHOOL,PRIVATE,16260 W VAN BUREN ST,GOODYEAR,MARICOPA,85338.0,NO,23,73.9%,69.6%,52.2%,73.9%,69.6%,26.1%,30.4%,47.8%,26.1%,30.4%,2020,
6518,WEST WING SCHOOL,PUBLIC,26716 NORTH HIGH DESERT DRIVE,PEORIA,MARICOPA,85383.0,YES,112,99.1%,96.4%,97.3%,99.1%,99.1%,0.9%,3.6%,2.7%,0.9%,0.9%,2020,
6519,WESTAR ELEMENTARY SCHOOL,PUBLIC,17777 W WESTAR DR,GOODYEAR,MARICOPA,85338.0,YES,82,98.8%,97.6%,97.6%,95.1%,97.6%,0.0%,1.2%,1.2%,3.7%,1.2%,2020,
6520,WESTERN PEAKS ELEMENTARY,PUBLIC,18063 W SURPRISE FARMS LOOP SOUTH,SURPRISE,MARICOPA,85388.0,YES,84,91.7%,96.4%,96.4%,96.4%,96.4%,6.0%,3.6%,3.6%,3.6%,3.6%,2020,
6521,WESTERN SKY MIDDLE SCHOOL,PUBLIC,4095 N 144TH AVE,GOODYEAR,MARICOPA,85395.0,YES,298,83.6%,98.3%,98.3%,98.0%,98.7%,1.7%,1.3%,1.3%,1.3%,1.3%,2020,
6522,WESTERN VALLEY ELEMENTARY SCHOOL,PUBLIC,6250 W DURANGO ST,PHOENIX,MARICOPA,85043.0,YES,67,76.1%,91.0%,98.5%,100.0%,98.5%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6523,WESTERN VALLEY MIDDLE SCHOOL,CHARTER,6250 W DURANGO ST,PHOENIX,MARICOPA,,YES,67,76.1%,91.0%,98.5%,100.0%,98.5%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6524,WESTLAND SCHOOL,CHARTER,4141 N 67TH AVE,PHOENIX,MARICOPA,85033.0,NO,21,42.9%,90.5%,90.5%,85.7%,90.5%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6525,WESTLAND SCHOOL BRIGHTON CAMPUS,CHARTER,8632 W NORTHERN AVE,GLENDALE,MARICOPA,85305.0,NO,23,43.5%,91.3%,100.0%,95.7%,100.0%,0.0%,0.0%,0.0%,4.3%,0.0%,2020,
6526,WESTPARK ELEMENTARY SCHOOL,PUBLIC,2700 S 257TH DR,BUCKEYE,MARICOPA,85326.0,NO,94,90.4%,95.7%,95.7%,97.9%,97.9%,3.2%,2.1%,2.1%,2.1%,2.1%,2020,
6527,WESTWIND PRIMARY-85037,PUBLIC,9040 W CAMPBELL AVE,PHOENIX,MARICOPA,85037.0,NO,133,90.2%,99.2%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6528,WHISPERING WIND ACADEMY,PUBLIC,15844 N 43RD ST,PHOENIX,MARICOPA,85032.0,YES,72,98.6%,94.4%,100.0%,100.0%,100.0%,1.4%,5.6%,0.0%,0.0%,0.0%,2020,
6529,WHITE CLIFFS MIDDLE SCHOOL,PUBLIC,3550 PROSPECTOR ST,KINGMAN,MOHAVE,86401.0,YES,203,81.8%,96.6%,97.5%,97.5%,100.0%,11.8%,3.4%,2.5%,2.5%,0.0%,2020,
6530,WHITMAN ELEMENTARY SCHOOL,PUBLIC,1829 N GRAND,MESA,MARICOPA,85201.0,YES,86,98.8%,95.3%,96.5%,95.3%,96.5%,1.2%,2.3%,1.2%,2.3%,1.2%,2020,
6531,WHITTIER ELEMENTARY SCHOOL-85006,PUBLIC,2000 N 16TH ST,PHOENIX,MARICOPA,85006.0,YES,47,80.9%,95.7%,100.0%,97.9%,97.9%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6532,WHITTIER ELEMENTARY SCHOOL-85201,PUBLIC,733 N LONGMORE,MESA,MARICOPA,85201.0,YES,58,84.5%,94.8%,94.8%,94.8%,98.3%,5.2%,5.2%,5.2%,5.2%,1.7%,2020,
6533,WIGWAM CREEK MIDDLE SCHOOL,PUBLIC,4510 N 127TH AVE,LITCHFIELD PARK,MARICOPA,85340.0,YES,287,90.6%,94.4%,95.5%,94.8%,96.2%,8.0%,5.6%,4.5%,4.9%,3.8%,2020,
6534,WILDFIRE ELEMENTARY,PUBLIC,3997 E LOCKWOOD DR,PHOENIX,MARICOPA,85050.0,YES,121,94.2%,94.2%,94.2%,95.0%,97.5%,1.7%,5.8%,5.8%,5.0%,2.5%,2020,
6535,WILDFLOWER ACCELERATED ACADEMY,PUBLIC,325 S WILDFLOWER DR,GOODYEAR,MARICOPA,85338.0,YES,69,60.9%,92.8%,92.8%,94.2%,95.7%,4.3%,4.3%,4.3%,1.4%,1.4%,2020,
6536,WILLCOX ELEMENTARY SCHOOL,PUBLIC,501 W DELOS ST,WILLCOX,COCHISE,85643.0,YES,64,95.3%,100.0%,100.0%,98.4%,100.0%,0.0%,0.0%,0.0%,1.6%,0.0%,2020,
6537,WILLIAM R SULLIVAN ELEMENTARY SCHOOL,PUBLIC,2 N 31ST AVE,PHOENIX,MARICOPA,85009.0,NO,82,84.1%,97.6%,97.6%,98.8%,98.8%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6538,WILLIAM T MACHAN ELEMENTARY SCHOOL,PUBLIC,2140 E VIRGINIA AVE,PHOENIX,MARICOPA,85006.0,YES,75,77.3%,100.0%,100.0%,100.0%,100.0%,2.7%,0.0%,0.0%,0.0%,0.0%,2020,
6539,WILLIAMS ELEMENTARY/MIDDLE SCHOOL,PUBLIC,601 N 7TH ST,WILLIAMS,COCONINO,86046.0,NO,54,74.1%,92.6%,90.7%,92.6%,88.9%,3.7%,3.7%,3.7%,3.7%,3.7%,2020,
6540,WILSON ELEMENTARY SCHOOL,PUBLIC,2929 E FILLMORE ST,PHOENIX,MARICOPA,85008.0,YES,101,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2020,
6541,WINIFRED HARELSON ELEMENTARY SCHOOL,PUBLIC,826 W CHAPALA DR,TUCSON,PIMA,85704.0,NO,40,90.0%,97.5%,95.0%,95.0%,97.5%,10.0%,2.5%,5.0%,5.0%,2.5%,2020,
6542,WRIGHTSON RIDGE SCHOOL,PUBLIC,16325 S RANCHO SAHUARITA BLVD,SAHUARITA,PIMA,85629.0,NO,87,88.5%,100.0%,100.0%,100.0%,100.0%,1.1%,0.0%,0.0%,0.0%,0.0%,2020,
6543,YOUNG SCHOLARS ACADEMY,CHARTER,1501 E VALENCIA RD,BULLHEAD CITY,MOHAVE,86426.0,NO,45,86.7%,100.0%,97.8%,95.6%,100.0%,4.4%,0.0%,2.2%,4.4%,0.0%,2020,
6544,YUMA LUTHERAN SCHOOL,PRIVATE,2555 ENGLER AVE,YUMA,YUMA,85365.0,YES,48,54.2%,93.8%,93.8%,93.8%,93.8%,6.3%,6.3%,6.3%,6.3%,6.3%,2020,
6545,ZUNI HILLS ELEMENTARY SCHOOL,PUBLIC,10851 W WILLIAMS RD,PEORIA,MARICOPA,85373.0,YES,98,94.9%,100.0%,100.0%,100.0%,100.0%,4.1%,0.0%,0.0%,0.0%,0.0%,2020,
6546,BORMAN ELEMENTARY SCHOOL,PUBLIC,6630 LIGHTNING DR (DMAFB),TUCSON,PIMA,85708.0,YES,42,85.7%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021,
6547,MARJORIE W ESTES ELEMENTARY SCHOOL,PUBLIC,11280 W GRIER RD,MARANA,PIMA,85658.0,YES,68,92.6%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021,
6548,ROBSON ELEMENTARY SCHOOL,PUBLIC,2122 E PUEBLO AVE,MESA,MARICOPA,85204.0,YES,79,97.5%,98.7%,100.0%,98.7%,98.7%,2.5%,0.0%,0.0%,0.0%,1.3%,2021,
6549,SIRRINE ELEMENTARY SCHOOL,PUBLIC,591 W MESQUITE ST,CHANDLER,MARICOPA,85225.0,YES,52,96.2%,98.1%,96.2%,98.1%,98.1%,1.9%,1.9%,3.8%,1.9%,1.9%,2021,
6550,JOHNSON ELEMENTARY SCHOOL,PUBLIC,3807 E PUEBLO,MESA,MARICOPA,85206.0,YES,57,87.7%,93.0%,93.0%,91.2%,94.7%,10.5%,7.0%,7.0%,8.8%,5.3%,2021,
6551,SANDRA DAY O'CONNOR ELEMENTARY SCHOOL,PUBLIC,4840 E. ADOBE ST,MESA,MARICOPA,85205.0,YES,44,93.2%,95.5%,95.5%,95.5%,100.0%,0.0%,4.5%,4.5%,4.5%,0.0%,2021,
6552,MENDOZA ELEMENTARY SCHOOL,PUBLIC,5831 E MCLELLAN RD,MESA,MARICOPA,85205.0,YES,62,83.9%,96.8%,98.4%,96.8%,100.0%,11.3%,3.2%,1.6%,3.2%,0.0%,2021,
6553,ISHIKAWA ELEMENTARY SCHOOL,PUBLIC,2635 N 32ND ST,MESA,MARICOPA,85213.0,YES,108,88.9%,95.4%,94.4%,95.4%,100.0%,9.3%,4.6%,5.6%,4.6%,0.0%,2021,
6554,MADISON ELEMENTARY SCHOOL,PUBLIC,849 S SUNNYVALE,MESA,MARICOPA,85206.0,YES,59,91.5%,96.6%,96.6%,96.6%,96.6%,8.5%,3.4%,3.4%,3.4%,3.4%,2021,
6555,SOUSA ELEMENTARY SCHOOL,PUBLIC,616 N MOUNTAIN RD,MESA,MARICOPA,85207.0,YES,82,95.1%,97.6%,97.6%,97.6%,100.0%,3.7%,2.4%,2.4%,2.4%,0.0%,2021,
6556,HERMOSA VISTA ELEMENTARY SCHOOL,PUBLIC,2626 N 24TH ST,MESA,MARICOPA,85213.0,YES,84,89.3%,96.4%,96.4%,97.6%,98.8%,6.0%,3.6%,3.6%,2.4%,1.2%,2021,
6557,FALCON HILL ELEMENTARY SCHOOL,PUBLIC,1645 N STERLING ST,MESA,MARICOPA,85207.0,YES,77,93.5%,94.8%,94.8%,94.8%,100.0%,6.5%,5.2%,5.2%,5.2%,0.0%,2021,
6558,PORTER ELEMENTARY SCHOOL,PUBLIC,1350 S LINDSAY,MESA,MARICOPA,85204.0,YES,64,87.5%,98.4%,96.9%,98.4%,100.0%,6.3%,1.6%,3.1%,1.6%,0.0%,2021,
6559,ENTZ ELEMENTARY SCHOOL,PUBLIC,4132 E ADOBE ST,MESA,MARICOPA,85205.0,YES,90,87.8%,94.4%,94.4%,94.4%,100.0%,10.0%,5.6%,5.6%,5.6%,0.0%,2021,
6560,RED MOUNTAIN RANCH ELEMENTARY,PUBLIC,6650 E RAFTRIVER RD,MESA,MARICOPA,85215.0,YES,66,93.9%,98.5%,100.0%,98.5%,100.0%,6.1%,1.5%,0.0%,1.5%,0.0%,2021,
6561,BARBARA BUSH ELEMENTARY SCHOOL - 85205,PUBLIC,4925 E INGRAM ST,MESA,MARICOPA,85205.0,YES,65,90.8%,86.2%,90.8%,93.8%,90.8%,9.2%,12.3%,9.2%,6.2%,9.2%,2021,
